event_id,user_id,event_type,page_url,event_timestamp,device_type,browser,os,session_duration_seconds,error_flag,created_at
E003163,U000346,integration_error,,0000-00-00 00:00:00,desktop,,iOS,unknown,FALSE,2024-06-16 16:27
E004565,U000392,logout,/help,,DESKTOP,Brave,macOS,unknown,,2023-04-16 0:05
E001760,U001108,logout,/admin,2024-03-14,DESKTOP,Safari,iOS,1362,TRUE,2024-03-14 0:50
E003786,USR-002584,page_view,/pricing,05/26/2023 15:51,desktop,,Android,1652,FALSE,2023-05-26 15:51
E006022,U001778,doc_delete,,,,Safari,macOS,unknown,TRUE,2023-12-14 5:31
E006585,U002198,ai_search,,2025-02-07 21:05,DESKTOP,,Android,unknown,1,2025-02-07 21:05
E004382,U000080,doc_delete,,2023-11-20,desktop,Firefox,macOS,,0,2023-11-20 15:58
e005325,U000391,integration_error,,06/30/2024 04:54,DESKTOP,Edge,iOS,unknown,FALSE,2024-06-30 4:54
E007873,U001430,doc_delete,,05/08/2024 15:50,DESKTOP,Chrome,iOS,1735,1,2024-05-08 15:50
E008894,U000399,search,,2023-07-18,DESKTOP,Chrome,Linux,unknown,TRUE,2023-07-18 18:34
E005650,U000412,export,,12/04/2024 20:58,mobile,Firefox,Windows,unknown,,2024-12-04 20:58
E001569,U000667,doc_delete,,2023-10-15,,,Linux,,TRUE,2023-10-15 8:07
E007700,U000016,page_view,/search,01/17/2023 17:40,tablet,Chrome,,,TRUE,2023-01-17 17:40
E002057, U001157 ,doc_delete,,,,Edge,macOS,,0,2024-10-09 1:58
e002449,U001276,doc_edit,,0000-00-00 00:00:00,tablet,,macOS,unknown,FALSE,2023-01-02 16:24
E001740,U002573,doc_edit,,10/01/2023 20:00,tablet,,iOS,,0,2023-10-01 20:00
E001003,U000375,doc_delete,,04/29/2023 17:26,mobile,Chrome,Windows,,0,2023-04-29 17:26
E008665,U000842,search,,2024-05-22,,,Linux,505,TRUE,2024-05-22 17:45
E004875,U001679,share,,2025-04-15 2:12,DESKTOP,Chrome,macOS,1177,TRUE,2025-04-15 2:12
E005706,U001936,doc_delete,,2023-11-23,tablet,Chrome,Windows,809,0,2023-11-23 2:02
E008830,U001558,share,,10/14/2024 11:23,mobile,Chrome,Windows,,,2024-10-14 11:23
E000615,U001065,integration_connect,,04/25/2024 09:46,tablet,Firefox,Windows,unknown,,2024-04-25 9:46
E003151,U001537,doc_edit,,2023-09-30,DESKTOP,Edge,macOS,unknown,TRUE,2023-09-30 13:41
E002516,U001238,search,,,DESKTOP,,Android,,FALSE,2024-08-31 0:37
E007137,U000070,doc_edit,,,,,Android,unknown,FALSE,2023-05-16 18:27
E000103,U000879,integration_connect,,0000-00-00 00:00:00,,,,,FALSE,2024-11-03 12:41
E007595,U001975,doc_edit,,2024-12-08,DESKTOP,Edge,Android,,0,2024-12-08 20:12
E008459,U001257,share,,2024-07-09,mobile,Firefox,,1359,TRUE,2024-07-09 8:19
E000822,U001735,doc_edit,,2023-05-31 22:04,DESKTOP,Chrome,,967,TRUE,2023-05-31 22:04
E001454,U001292,ai_search,,06/17/2023 16:18,tablet,Firefox,iOS,,TRUE,2023-06-17 16:18
E001832,U000497,ai_search,,,mobile,Brave,,,1,2023-09-29 12:28
E006049,U001855,export,,2023-09-03,desktop,Edge,Android,,,2023-09-03 13:35
E007244,U000808,logout,/search,01/26/2023 06:44,desktop,Edge,macOS,,TRUE,2023-01-26 6:44
E008974,U001019,integration_error,,,desktop,Edge,Linux,1059,TRUE,2024-12-20 6:45
E003408,U001309,comment,,0000-00-00 00:00:00,mobile,,,,TRUE,2024-07-20 0:37
E003298,U000760,integration_connect,,2024-06-07 5:28,tablet,Safari,macOS,,FALSE,2024-06-07 5:28
E000799,U000852,comment,,2024-06-14 11:29,desktop,Chrome,iOS,504,0,2024-06-14 11:29
E002433,U000171,doc_delete,,0000-00-00 00:00:00,,,,,0,2023-08-31 21:39
E008555,U002525,doc_edit,,08/26/2024 17:14,,Safari,Windows,1761,TRUE,2024-08-26 17:14
E006256,U001207,doc_delete,,2024-07-25 3:44,mobile,,iOS,1609,,2024-07-25 3:44
E006702,U002255,search,,2024-09-03,DESKTOP,,Windows,656,TRUE,2024-09-03 10:46
E006143,U001727,doc_edit,,10/08/2024 23:27,,Brave,iOS,unknown,FALSE,2024-10-08 23:27
E004811,U001472,ai_search,,2025-05-23 11:53,,,Linux,,0,2025-05-23 11:53
E002435,U002216,doc_create,,01/25/2024 06:49,tablet,,macOS,unknown,FALSE,2024-01-25 6:49
E006499,U000328,export,,2024-03-16,mobile,Brave,Linux,,TRUE,2024-03-16 14:40
E000199,U002484,page_view,/onboarding,2024-09-20,desktop,Firefox,Android,unknown,,2024-09-20 20:35
E006534,U000138,ai_search,,,tablet,Chrome,,unknown,TRUE,2023-02-17 10:03
E000398,U000186,doc_edit,,06/08/2023 20:43,mobile,Firefox,macOS,,FALSE,2023-06-08 20:43
E005769,U001303,ai_search,,0000-00-00 00:00:00,mobile,Firefox,iOS,unknown,FALSE,2025-03-22 11:05
E005651,U002574,page_view,/docs,2024-01-07 9:58,desktop,Brave,Android,,TRUE,2024-01-07 9:58
E000272, U001559 ,login,/search,2024-10-02,,,Windows,648,1,2024-10-02 13:20
E006246,u000947,doc_delete,,06/07/2024 18:02,DESKTOP,Firefox,,1265,1,2024-06-07 18:02
E008366,U000792,ai_search,,2023-03-25 0:10,DESKTOP,Safari,,,,2023-03-25 0:10
E000716,U001303,login,/pricing,2023-03-07,tablet,Chrome,macOS,unknown,FALSE,2023-03-07 5:33
E008145,U001925,doc_create,,0000-00-00 00:00:00,tablet,Edge,Linux,,0,2023-07-15 13:34
E002062,U002323,logout,/dashboard,2024-11-07 19:56,DESKTOP,Safari,iOS,,FALSE,2024-11-07 19:56
E003216,U001399,export,,2024-02-14 4:40,mobile,,Android,unknown,FALSE,2024-02-14 4:40
E005804,U002390,login,/admin,2023-03-03 14:56,desktop,Edge,iOS,,FALSE,2023-03-03 14:56
E007396,U001117,doc_create,,2023-12-23,,Edge,iOS,,FALSE,2023-12-23 21:18
E004903,u000112,integration_error,,06/26/2023 22:23,,,Windows,,TRUE,2023-06-26 22:23
E008290,u001524,doc_edit,,2024-04-26 14:12,desktop,Chrome,Android,,TRUE,2024-04-26 14:12
E004926,U000060,login,/settings,05/01/2023 11:58,DESKTOP,Edge,iOS,,,2023-05-01 11:58
E004833,U002510,share,,06/10/2024 05:37,mobile,Chrome,iOS,1240,,2024-06-10 5:37
E005519,U001262,logout,/pricing,06/09/2023 00:39,,Safari,macOS,812,TRUE,2023-06-09 0:39
E001806,U002168,page_view,/billing,10/10/2023 10:20,mobile,Brave,Windows,1298,,2023-10-10 10:20
E003532,U002324,integration_connect,,2023-02-17,tablet,Safari,Android,,FALSE,2023-02-17 18:16
E002353,U000315,doc_edit,,2024-02-12,mobile,Chrome,Android,,FALSE,2024-02-12 18:35
E007995,U000983,doc_edit,,2023-02-08 17:44,,Brave,Windows,,0,2023-02-08 17:44
E007179,U000061,comment,,2025-04-13 17:15,,Firefox,,unknown,FALSE,2025-04-13 17:15
E008226,U000137,page_view,/help,2024-06-18,mobile,Edge,Android,unknown,,2024-06-18 4:24
E007429,U002303,export,,2025-05-25 19:22,mobile,,macOS,,,2025-05-25 19:22
E001157,U001548,login,/pricing,07/28/2024 15:02,mobile,Edge,Windows,,0,2024-07-28 15:02
E000384,U001487,doc_create,,2023-02-12,,,,unknown,0,2023-02-12 20:08
E008985,U001365,integration_error,,2023-09-17 8:48,,Edge,Android,,0,2023-09-17 8:48
E008563,U001905,doc_edit,,2025-05-04 23:05,,,Android,792,FALSE,2025-05-04 23:05
E007192,U001844,search,,2025-01-22 3:53,DESKTOP,Edge,,,,2025-01-22 3:53
E007686,U002395,page_view,/onboarding,2024-08-01,desktop,Brave,iOS,,,2024-08-01 19:41
E004817, U001682 ,SEARCH,,05/18/2025 10:38,DESKTOP,,Linux,,,2025-05-18 10:38
E001051,U001106,export,,,DESKTOP,Firefox,Android,17,,2025-01-31 14:08
E001176,U001312,integration_error,,12/15/2024 03:46,,Chrome,,unknown,,2024-12-15 3:46
E006797,u001372,ai_search,,2025-05-11 12:57,desktop,Brave,Linux,865,TRUE,2025-05-11 12:57
E004691,U000187,search,,01/01/2025 04:42,DESKTOP,,,unknown,FALSE,2025-01-01 4:42
E004329,U001013,ai_search,,02/01/2025 05:08,,Edge,Linux,,,2025-02-01 5:08
E007168,U001811,integration_error,,2024-08-17 2:55,,Firefox,Linux,,,2024-08-17 2:55
E000212,U000321,doc_edit,,2024-05-03 10:54,,Safari,Android,,0,2024-05-03 10:54
E000950,U000533,login,/integrations,2024-12-12,,Brave,Linux,,FALSE,2024-12-12 21:59
E005260, U001509 ,export,,2024-11-04,DESKTOP,Edge,macOS,unknown,0,2024-11-04 9:23
E005713,U000914,login,/dashboard,07/17/2024 12:22,tablet,,,,,2024-07-17 12:22
E003216,U000606,page_view,/billing,,DESKTOP,Chrome,,unknown,FALSE,2023-11-24 21:59
E000062,U001124,doc_delete,,2023-10-27,tablet,Brave,Windows,unknown,TRUE,2023-10-27 6:44
E005155,U001981,login,/search,2024-06-29,,Edge,Windows,279,FALSE,2024-06-29 15:11
e007253,USR-001508,integration_connect,,0000-00-00 00:00:00,DESKTOP,Edge,macOS,735,TRUE,2023-06-02 7:32
E008142,U002589,login,/onboarding,,DESKTOP,,macOS,301,FALSE,2024-03-05 4:41
E005127,USR-001785,export,,2025-01-24,,Chrome,Linux,,TRUE,2025-01-24 12:49
E004005,U001419,integration_error,,,mobile,Brave,Linux,unknown,1,2025-01-17 17:58
E008571,U001278,doc_delete,,2023-06-30,tablet,,macOS,731,TRUE,2023-06-30 20:34
E007852,U001823,search,,,DESKTOP,,,,TRUE,2024-02-21 20:49
E008350,U001972,doc_create,,,mobile,,iOS,,TRUE,2024-10-11 21:36
E002892,U000606,LOGOUT,/billing,05/15/2024 08:17,DESKTOP,,Android,unknown,1,2024-05-15 8:17
E006768,U001832,doc_create,,2023-04-24 11:23,DESKTOP,Firefox,,,TRUE,2023-04-24 11:23
E000587,U000072,ai_search,,12/26/2023 01:55,DESKTOP,,Android,,0,2023-12-26 1:55
E002722,U000166,comment,,12/28/2024 08:12,,Safari,iOS,unknown,,2024-12-28 8:12
E005617,U002139,doc_edit,,2024-06-09 18:45,,,Windows,unknown,,2024-06-09 18:45
E007163,U000482,comment,,,,Brave,Windows,,,2024-11-01 8:09
E000238,U001072,logout,/search,06/13/2023 14:43,DESKTOP,Safari,macOS,unknown,1,2023-06-13 14:43
E008536,U001171,search,,2023-11-07,DESKTOP,Safari,,705,,2023-11-07 0:13
E004570,U001133,share,,05/09/2025 15:50,DESKTOP,,Linux,,FALSE,2025-05-09 15:50
E005142,U000031,ai_search,,2024-12-18,DESKTOP,,iOS,,,2024-12-18 6:04
E000734,U002242,export,,04/04/2023 21:23,tablet,,,,,2023-04-04 21:23
E007939,U002559,share,,03/10/2025 11:10,DESKTOP,Chrome,Android,,FALSE,2025-03-10 11:10
E002982,U001648,logout,/pricing,2025-01-01 5:47,desktop,Edge,Linux,,,2025-01-01 5:47
E005846,U000522,doc_delete,,,DESKTOP,Safari,macOS,674,FALSE,2024-10-26 17:37
E007046,U002015,search,,,,,Linux,,1,2024-04-15 18:41
E001184,USR-002274,doc_create,,2024-09-26,DESKTOP,Safari,Windows,,FALSE,2024-09-26 15:06
 E008869,U000672,page_view,/dashboard,06/06/2024 05:11,mobile,Safari,Android,,FALSE,2024-06-06 5:11
e003843,U000607,comment,,,desktop,Edge,Linux,1229,0,2024-11-27 17:09
E006509,u001296,export,,06/25/2023 17:55,tablet,Safari,Linux,unknown,1,2023-06-25 17:55
E008915,U002133,ai_search,,2024-11-01 12:51,mobile,Safari,macOS,1746,,2024-11-01 12:51
E001657,U000580,search,,2023-02-25,,Chrome,macOS,unknown,FALSE,2023-02-25 13:15
E008350, U000451 ,share,,,mobile,Chrome,Linux,958,,2024-08-18 4:10
E006859,U002208,integration_connect,,2025-03-08 21:40,desktop,,,unknown,,2025-03-08 21:40
E003977,U000565,export,,07/13/2023 08:21,,Chrome,Android,,FALSE,2023-07-13 8:21
E006075,U000025,logout,/search,03/27/2025 21:36,DESKTOP,Edge,macOS,840,TRUE,2025-03-27 21:36
E001021,U000722,search,,2024-06-18 6:16,DESKTOP,Brave,iOS,1195,,2024-06-18 6:16
E005837,U001634,page_view,/help,2023-03-27,desktop,Chrome,iOS,,,2023-03-27 1:08
 E003098,U001991,ai_search,,2025-05-23 5:22,mobile,,iOS,,FALSE,2025-05-23 5:22
E001723,U001895,export,,2023-03-28 1:26,mobile,Edge,,unknown,0,2023-03-28 1:26
E006312,U001116,comment,,2025-02-16 18:58,DESKTOP,,macOS,unknown,FALSE,2025-02-16 18:58
E002019,U000661,share,,2023-08-11 17:43,tablet,Safari,Linux,,TRUE,2023-08-11 17:43
E000109,U001548,share,,2025-02-27 10:10,,,Windows,207,0,2025-02-27 10:10
E003827,U000441,ai_search,,2025-02-19 23:16,,,iOS,unknown,,2025-02-19 23:16
E004360,U000637,login,/billing,06/01/2023 13:38,,Edge,Linux,,1,2023-06-01 13:38
E002869,USR-001403,logout,/integrations,01/18/2023 03:39,tablet,Brave,macOS,1570,0,2023-01-18 3:39
E002448,U000864,page_view,/onboarding,2025-02-15,DESKTOP,,Android,1096,1,2025-02-15 2:39
E006754,U001947,logout,/onboarding,2024-07-27,DESKTOP,Brave,Android,954,,2024-07-27 7:01
E006564,U000058,comment,,06/19/2025 11:23,,Edge,iOS,,0,2025-06-19 11:23
E007694,U000428,share,,11/30/2024 18:56,,,iOS,488,,2024-11-30 18:56
E002110,U002252,export,,2023-01-05 20:55,,,Android,unknown,TRUE,2023-01-05 20:55
E007836,U000797,integration_connect,,,,Firefox,,1646,TRUE,2024-01-23 4:02
E004637,U001837,integration_connect,,11/12/2023 12:14,DESKTOP,Firefox,Android,,1,2023-11-12 12:14
E002950,U001954,login,/onboarding,2023-08-19 23:04,,Brave,Windows,,FALSE,2023-08-19 23:04
E002048,U002265,integration_connect,,03/06/2023 03:34,DESKTOP,Firefox,Android,unknown,TRUE,2023-03-06 3:34
E002109,U000109,login,/settings,0000-00-00 00:00:00,desktop,Safari,,,1,2025-04-02 10:13
E004841,U001668,ai_search,,05/01/2023 13:01,,Firefox,macOS,687,FALSE,2023-05-01 13:01
E002007,U000780,integration_connect,,2024-09-19 0:56,tablet,,Linux,,TRUE,2024-09-19 0:56
E004723,U000972,login,/settings,12/04/2024 04:32,,Chrome,,,0,2024-12-04 4:32
E007430,U001411,export,,2023-12-17,desktop,Edge,Android,447,TRUE,2023-12-17 1:19
E008628,U000647,logout,/help,2024-01-09 7:34,tablet,Brave,Windows,,,2024-01-09 7:34
E005647,U002031,ai_search,,06/02/2025 08:50,,Chrome,,,FALSE,2025-06-02 8:50
E005636,U001305,doc_delete,,2025-05-19 5:24,,Firefox,,unknown,1,2025-05-19 5:24
E001767,u001678,doc_delete,,,tablet,Chrome,Android,,FALSE,2023-11-20 3:28
E006299,U002348,logout,/settings,2024-06-30 19:01,tablet,,,,TRUE,2024-06-30 19:01
E008423,U002147,share,,2023-08-28,mobile,Safari,Android,1432,1,2023-08-28 4:14
E004915,U000560,integration_error,,2023-11-27,desktop,Edge,,1011,TRUE,2023-11-27 8:24
E000242,U000538,export,,2024-07-08,,Safari,Windows,,0,2024-07-08 20:52
E001490,U001762,export,,09/01/2024 20:12,DESKTOP,Brave,Windows,unknown,0,2024-09-01 20:12
E003105,U001863,share,,03/05/2025 21:11,desktop,,Linux,,,2025-03-05 21:11
E002635,U000538,doc_create,,,DESKTOP,Brave,Windows,unknown,1,2023-12-21 16:29
E003248,U000945,doc_edit,,2023-12-29,DESKTOP,Chrome,,,TRUE,2023-12-29 6:58
E008408,U001496,ai_search,,02/21/2025 10:34,tablet,Chrome,Linux,,FALSE,2025-02-21 10:34
E002956,U000355,doc_create,,,,Brave,Linux,unknown,FALSE,2023-09-22 9:32
E000893,U000558,login,/onboarding,07/13/2024 19:46,desktop,,Windows,941,FALSE,2024-07-13 19:46
e006170,U000851,integration_connect,,2023-05-17,desktop,Chrome,Android,,1,2023-05-17 20:05
E002620,U000928,comment,,,tablet,,,unknown,FALSE,2025-03-15 18:30
E003160,U001888,export,,07/12/2023 21:34,DESKTOP,Edge,iOS,,TRUE,2023-07-12 21:34
E003479,U001935,integration_connect,,06/13/2025 11:01,,Safari,macOS,,FALSE,2025-06-13 11:01
E000829,USR-002586,page_view,/onboarding,2024-03-14,DESKTOP,Firefox,Windows,731,,2024-03-14 5:32
E003826,U000245,page_view,/billing,03/23/2023 01:32,,Safari,Android,unknown,TRUE,2023-03-23 1:32
E006551,U000951,comment,,05/31/2025 15:30,,,,,,2025-05-31 15:30
E000367, USR-001686 ,integration_error,,2024-07-22 17:32,tablet,Brave,,,0,2024-07-22 17:32
E004511,U000540,share,,2023-07-01,desktop,Brave,,1105,TRUE,2023-07-01 3:59
 E002616,U000002,search,,2023-01-18,,,Android,,FALSE,2023-01-18 20:17
E008041,U000554,integration_connect,,2025-04-07,DESKTOP,Safari,Linux,unknown,,2025-04-07 8:25
E006034,U002477,doc_edit,,0000-00-00 00:00:00,mobile,,Windows,,FALSE,2024-05-16 22:27
E005961,U000308,page_view,/billing,06/02/2025 19:11,,Chrome,Linux,,,2025-06-02 19:11
E005669,U002163,integration_error,,11/01/2024 23:04,tablet,,,unknown,0,2024-11-01 23:04
E003261,U001258,logout,/dashboard,12/18/2023 20:44,mobile,Safari,,unknown,TRUE,2023-12-18 20:44
E000913,U000570,logout,/billing,2024-07-22,tablet,Brave,macOS,,,2024-07-22 14:34
E007881,U001467,logout,/dashboard,06/23/2023 03:24,DESKTOP,Firefox,macOS,,,2023-06-23 3:24
E003246,U001497,comment,,,mobile,Chrome,Linux,unknown,0,2024-06-24 5:43
E003770,U002405,login,/search,03/20/2023 02:12,mobile,Safari,iOS,,FALSE,2023-03-20 2:12
E006513,U001993,integration_connect,,04/03/2023 20:12,mobile,Safari,,,FALSE,2023-04-03 20:12
E007574,U001103,integration_error,,03/25/2025 02:43,desktop,,macOS,unknown,FALSE,2025-03-25 2:43
E003574,U000097,PAGE_VIEW,/search,09/19/2024 05:32,mobile,Brave,Windows,,,2024-09-19 5:32
E007589,U002219,login,/pricing,,tablet,Chrome,,1640,,2024-07-09 13:58
e001899,U000065,search,,2023-01-31,mobile,Safari,,,,2023-01-31 17:12
E002854, U001262 ,doc_delete,,2025-04-22,desktop,Edge,,,1,2025-04-22 22:00
E001205,U000411,search,,2025-02-04,tablet,,macOS,unknown,TRUE,2025-02-04 15:02
E004489,U002569,logout,/dashboard,2024-02-29,,,Windows,,FALSE,2024-02-29 10:32
E000937,U000447,ai_search,,2024-01-18,tablet,Edge,macOS,883,,2024-01-18 2:51
E008725,u001464,share,,02/10/2025 00:40,tablet,,Android,,1,2025-02-10 0:40
E008165,U002267,integration_error,,0000-00-00 00:00:00,,Safari,,unknown,0,2023-09-23 14:16
E005396, U002500 ,login,/billing,07/17/2023 08:45,,Safari,iOS,401,FALSE,2023-07-17 8:45
E005826,U001650,logout,/search,,mobile,Safari,,,1,2023-03-02 13:00
E004104,U001795,ai_search,,,DESKTOP,,iOS,unknown,,2023-12-30 17:59
E002757,U000921,integration_error,,2024-03-08,DESKTOP,Edge,Linux,unknown,TRUE,2024-03-08 20:46
E008579,U001416,ai_search,,2024-01-19 19:32,,Chrome,Linux,250,0,2024-01-19 19:32
E006185,u002461,login,/admin,2025-06-11,DESKTOP,Chrome,,,TRUE,2025-06-11 1:13
E004264,U001649,page_view,/pricing,2024-12-18,,,Windows,unknown,TRUE,2024-12-18 12:55
E002181,U001401,share,,06/04/2025 21:06,tablet,,,174,0,2025-06-04 21:06
E003299,U000065,doc_edit,,2023-07-22,desktop,Firefox,macOS,575,FALSE,2023-07-22 22:52
E005810,U000951,ai_search,,04/03/2023 06:28,DESKTOP,Firefox,Android,,FALSE,2023-04-03 6:28
E002963,U001642,LOGOUT,/dashboard,02/03/2025 23:20,,Brave,Windows,,,2025-02-03 23:20
e003561,U001936,integration_connect,,,,Edge,,unknown,,2024-12-02 4:02
E007831,U001960,login,/docs,,,,macOS,,TRUE,2023-01-05 3:18
E007721,U000075,logout,/search,2023-10-06 6:06,,,macOS,,1,2023-10-06 6:06
E001994,U000724,login,/pricing,02/11/2023 19:49,DESKTOP,Safari,Windows,,,2023-02-11 19:49
E006074,U000004,search,,2024-07-05,DESKTOP,Chrome,Android,,,2024-07-05 12:52
E002008,U000721,integration_error,,06/14/2023 17:59,,Chrome,macOS,19,,2023-06-14 17:59
E005857,U002476,doc_create,,11/03/2024 09:53,desktop,Brave,iOS,,,2024-11-03 9:53
E006054,U001855,DOC_EDIT,,,,Chrome,macOS,,FALSE,2023-06-01 16:16
E005486,U001304,integration_error,,2024-05-01 12:20,desktop,,,,TRUE,2024-05-01 12:20
E008071,U001142,search,,2023-12-18 3:58,,,,,FALSE,2023-12-18 3:58
E008777,U002569,integration_connect,,2025-04-07 2:52,mobile,Firefox,iOS,,TRUE,2025-04-07 2:52
E007512,U002157,ai_search,,2024-08-12 9:29,DESKTOP,Edge,Windows,,FALSE,2024-08-12 9:29
E002097,U001983,doc_create,,02/19/2023 14:30,desktop,,Android,,1,2023-02-19 14:30
E006206,U001067,page_view,/onboarding,2024-01-13,,Brave,iOS,unknown,,2024-01-13 4:53
E003973,u000124,integration_connect,,10/06/2023 12:35,tablet,Firefox,macOS,,,2023-10-06 12:35
e008363,U000703,doc_create,,02/17/2025 08:47,desktop,Chrome,Windows,,,2025-02-17 8:47
E004698,u001982,ai_search,,2024-06-12,mobile,Brave,,unknown,FALSE,2024-06-12 15:01
E002008,U001761,search,,07/15/2023 19:46,,Safari,macOS,,1,2023-07-15 19:46
E000436,U000530,doc_delete,,05/01/2023 10:30,,,Android,,1,2023-05-01 10:30
E001258,U000655,doc_edit,,,tablet,,iOS,,FALSE,2024-03-20 1:06
E005232,U002079,integration_connect,,2025-05-21,DESKTOP,Chrome,,,1,2025-05-21 9:55
E007074,U001835,doc_edit,,03/26/2023 16:56,mobile,,,unknown,,2023-03-26 16:56
E002158,U001472,doc_create,,04/18/2023 03:46,DESKTOP,,iOS,unknown,,2023-04-18 3:46
E007889,U002191,comment,,2024-05-01,tablet,Firefox,,unknown,1,2024-05-01 18:50
E003446,U002555,export,,09/09/2024 16:30,DESKTOP,Brave,iOS,,FALSE,2024-09-09 16:30
E006386,U000433,share,,2025-01-13 8:23,DESKTOP,,macOS,,TRUE,2025-01-13 8:23
E004367, U001589 ,comment,,2023-06-02 20:38,DESKTOP,Safari,Windows,unknown,FALSE,2023-06-02 20:38
E002747,usr-001003,integration_connect,,2023-04-26,tablet,Edge,macOS,800,FALSE,2023-04-26 20:43
E003885,U000584,search,,2023-01-30 9:28,mobile,Firefox,iOS,56,TRUE,2023-01-30 9:28
E006138,U001756,logout,/search,2024-12-25,mobile,,Android,292,FALSE,2024-12-25 3:49
E008122,U000158,comment,,04/01/2023 23:59,,Edge,Windows,36,FALSE,2023-04-01 23:59
E006932,U000262,doc_delete,,2023-10-12,tablet,Brave,Linux,unknown,FALSE,2023-10-12 23:35
E000122,U001004,page_view,/docs,2024-05-09 14:31,,Safari,macOS,,TRUE,2024-05-09 14:31
E002087,U000323,doc_edit,,09/10/2023 17:07,DESKTOP,,Windows,,TRUE,2023-09-10 17:07
E008515,U000049,share,,,DESKTOP,,macOS,258,1,2023-07-24 19:29
E003587,U001531,logout,/settings,,,Brave,Android,,1,2024-11-13 5:40
E002220,U000991,share,,2024-06-10 1:01,,Firefox,,,TRUE,2024-06-10 1:01
E002358,U002557,integration_connect,,2024-10-04 17:54,,Brave,iOS,1076,1,2024-10-04 17:54
E001809,U000993,export,,05/29/2024 07:29,tablet,,Android,483,,2024-05-29 7:29
E006106,U002086,logout,/onboarding,2023-10-03 17:00,,,Linux,unknown,1,2023-10-03 17:00
E007288,U000747,search,,2024-10-05,desktop,Firefox,macOS,368,,2024-10-05 19:34
E006629,U002466,search,,2024-05-06,tablet,,Android,unknown,,2024-05-06 6:06
E005031,U002120,doc_create,,2023-06-22,DESKTOP,Brave,,1119,0,2023-06-22 0:57
E005413,U001974,doc_delete,,05/12/2024 16:39,mobile,Firefox,,922,0,2024-05-12 16:39
E005476,U000140,logout,/billing,2025-02-03,tablet,Firefox,macOS,,,2025-02-03 23:16
E001592,U001811,comment,,2024-03-13 9:31,DESKTOP,,Linux,,TRUE,2024-03-13 9:31
E000146,U001541,integration_connect,,2024-04-03,mobile,Safari,macOS,263,,2024-04-03 11:15
E002599,U002340,doc_delete,,03/20/2025 02:12,mobile,Brave,macOS,,,2025-03-20 2:12
E006429,U001796,export,,06/07/2023 02:11,DESKTOP,Edge,Android,,,2023-06-07 2:11
E003397,U000480,doc_create,,03/06/2023 15:21,DESKTOP,,,,TRUE,2023-03-06 15:21
E000119,U001400,integration_connect,,2024-10-02,,Chrome,macOS,,FALSE,2024-10-02 1:17
E008969, U001266 ,doc_delete,,03/26/2025 23:01,mobile,Firefox,macOS,1727,TRUE,2025-03-26 23:01
E000270,U000190,export,,,tablet,Safari,iOS,339,FALSE,2023-07-01 15:42
E004287,U000260,login,/help,2023-02-16 20:39,desktop,Chrome,iOS,416,0,2023-02-16 20:39
E002633,U001733,ai_search,,0000-00-00 00:00:00,DESKTOP,,,,TRUE,2023-08-13 6:05
E008029,U002533,LOGOUT,/billing,2023-08-20 20:14,tablet,Edge,macOS,,,2023-08-20 20:14
E007652,U001778,ai_search,,2024-08-07 17:20,mobile,,Android,,TRUE,2024-08-07 17:20
e002283,U002371,doc_edit,,,mobile,Edge,,,0,2024-01-22 12:17
E001373,U002358,search,,2023-07-27,,Edge,,unknown,0,2023-07-27 1:47
E005001,U001633,LOGIN,/dashboard,,,,macOS,,FALSE,2023-10-04 21:32
E008249,U001132,page_view,/pricing,,,Firefox,,,,2023-09-27 4:36
E005053,U001323,integration_connect,,06/16/2023 16:06,mobile,Chrome,iOS,1507,TRUE,2023-06-16 16:06
E002193,U000653,doc_delete,,06/12/2024 15:19,,,,830,1,2024-06-12 15:19
E004482,U001663,login,/integrations,2024-01-27,,,Linux,,,2024-01-27 4:17
E007956,U001769,integration_error,,2024-08-25,DESKTOP,Brave,macOS,unknown,FALSE,2024-08-25 20:14
E006023,U001289,comment,,2023-09-24 9:31,mobile,Firefox,Windows,934,,2023-09-24 9:31
E000081,U001179,doc_delete,,2023-06-27 21:06,,,Android,468,0,2023-06-27 21:06
E008439,U001914,integration_error,,03/14/2023 15:48,,Safari,,,TRUE,2023-03-14 15:48
E005282, U002460 ,page_view,/help,0000-00-00 00:00:00,DESKTOP,,Windows,137,1,2024-08-25 15:51
E008328,U002131,search,,12/02/2023 01:06,DESKTOP,Firefox,Windows,,TRUE,2023-12-02 1:06
E002983,U001814,comment,,09/17/2023 19:23,desktop,Safari,iOS,,,2023-09-17 19:23
E007046,U001638,integration_error,,09/24/2024 00:26,tablet,Brave,macOS,,0,2024-09-24 0:26
E000334,U001967,LOGIN,/admin,02/10/2023 22:40,tablet,Edge,,,FALSE,2023-02-10 22:40
E004561,U000662,integration_error,,,desktop,Chrome,macOS,1222,FALSE,2023-01-21 1:31
E002056,U000769,integration_error,,0000-00-00 00:00:00,,Edge,,,0,2024-09-16 1:20
E005430,U001614,doc_create,,04/30/2023 21:42,tablet,Safari,macOS,unknown,0,2023-04-30 21:42
E005235,U000260,doc_delete,,2024-02-02 23:20,desktop,Chrome,,,1,2024-02-02 23:20
E006509,U001529,comment,,2025-04-05 11:54,tablet,Safari,Windows,,,2025-04-05 11:54
E008866,U002574,search,,,tablet,Safari,,,0,2023-11-14 0:35
