subscription_id,user_id,plan_name,billing_cycle,price_amount,currency,status,start_date,end_date,payment_method,auto_renew,cancel_reason,created_at,updated_at
S03498,U002350,Starter,ANNUAL,19,usd,active,05/16/2024,,paypal,TRUE,,05/16/2024,07/19/2024
S03190,U000471,Pro,ANNUAL,49,,trialing,03/22/2023,,,FALSE,missing features,03/22/2023,2023-06-01 0:00
S04055,U001395,Trial,monthly,0,USD,canceled,09/12/2023,2024-02-04 0:00,invoice,1,N/A,2023-09-12,03-10-2023
S03973,U002051,Trial,,0,,active,13-10-2023,,wire,TRUE,low usage,2023-10-13 0:00,2024-01-18
S00390,U002308,business,,99,GBP,ACTIVE,2023-08-16,,wire,TRUE,low usage,08/16/2023,10/12/2023
S00491,U000190,Starter,,25,GBP,canceled,2024-06-30,07/13/2025,card,,onboarding difficulty,06/30/2024,12-11-2024
S00455,U000044,Free,monthly,0,EUR,active,04/16/2023,,invoice,FALSE,switched competitor,2023-04-16,2023-07-14 0:00
S00482,U001756,Enterprise,,custom,,paused,03-11-2023,01/24/2024,paypal,TRUE,N/A,2023-11-03 0:00,24-01-2024
S00433,U000908,Free,annual,0,,canceled,04/11/2023,2023-06-13 0:00,invoice,TRUE,missing features,04/11/2023,2023-06-18
S02600,U002434,Free,,0,CAD,past_due,02/14/2024,,paypal,1,performance issues,14-02-2024,05-05-2024
S01205,U001187,Starter,annual,19,,past_due,05-06-2025,,,1,too expensive,2025-06-05,2025-06-24 0:00
S01093,U001382,Starter,Monthly,25,GBP,ACTIVE,04-09-2023,,CARD,TRUE,too expensive,04-09-2023,2023-11-11 0:00
s03989,U000652,Free,ANNUAL,0,CAD,CANCELLED,2023-07-01 0:00,05/23/2024,card,,N/A,07/01/2023,2023-09-23 0:00
S02406,U002465,Trial,monthly,0,GBP,CANCELLED,2024-07-27 0:00,2025-08-31 0:00,wire,0,too expensive,2024-07-27,2024-09-23 0:00
S01259,u000651,Pro,ANNUAL,49,USD,canceled,06/11/2023,12/23/2023,invoice,FALSE,N/A,06/11/2023,2023-08-06
S04156,U000023,Pro,monthly,49,,paused,2025-06-06,2025-08-13,wire,FALSE,N/A,2025-06-06,07/17/2025
S00871,U002273,Enterprise,ANNUAL,399,USD,canceled,2023-11-20 0:00,22-01-2024,,FALSE,low usage,2023-11-20,2024-04-28
S01420,U000866,Trial,ANNUAL,0,usd,paused,2025-06-03,2026-02-10,,FALSE,missing features,06/03/2025,17-06-2025
S02042,U000579,Free,Monthly,0,usd,paused,01/27/2025,0000-00-00,invoice,1,,2025-01-27,2025-07-23
S01648,U002195,Pro,monthly,50,usd,canceled,10/03/2024,2025-08-13,,,performance issues,2024-10-03 0:00,12/09/2024
S00640, U001462 ,Trial,annual,0,USD,canceled,2024-11-28,2025-03-26,CARD,FALSE,performance issues,2024-11-28,17-03-2025
S04478,U002519,Pro,monthly,59,GBP,canceled,2023-12-27 0:00,2024-10-21,invoice,,performance issues,12/27/2023,15-06-2024
S00306,U000195,Starter,,19,CAD,canceled,09/21/2024,2025-02-21,card,FALSE,performance issues,2024-09-21 0:00,12/23/2024
S02151,U000496,Enterprise,annual,399,GBP,trialing,2024-04-27 0:00,,paypal,TRUE,performance issues,2024-04-27 0:00,07/16/2024
S03460,USR-001481,Trial,,0,,paused,2023-08-26 0:00,17-09-2024,card,FALSE,,2023-08-26 0:00,09/14/2023
S02061,U000106,Enterprise,Monthly,custom,usd,ACTIVE,2025-05-01,,card,,,2025-05-01,2025-10-23
S03266, U002462 ,Starter,monthly,,CAD,trialing,09-05-2023,,,FALSE,N/A,2023-05-09 0:00,2023-06-16
S00227,U000650,Starter,,,,ACTIVE,05/21/2024,,card,FALSE,,05/21/2024,08/11/2024
S03371, U001168 ,Starter,ANNUAL,19,CAD,CANCELLED,2023-08-27 0:00,29-09-2023,paypal,,onboarding difficulty,27-08-2023,12/09/2023
S03887,U002502,Business,ANNUAL,99,USD,ACTIVE,15-01-2024,,invoice,0,missing features,2024-01-15 0:00,2024-05-09 0:00
S00938,U000023,Business,monthly,120,USD,past_due,05/07/2024,,card,FALSE,missing features,07-05-2024,07/06/2024
S01146,U000136,Free,annual,0,CAD,CANCELLED,2023-07-24,08/15/2024,,TRUE,,2023-07-24 0:00,2023-10-27
S00811,U001314,Starter,ANNUAL,20,usd,past_due,04/30/2025,,,1,,2025-04-30,2025-10-13 0:00
S04100,U002153,Free,monthly,0,EUR,active,19-10-2023,,paypal,FALSE,low usage,2023-10-19,05/04/2024
S00589, U000445 ,Trial,annual,0,USD,past_due,2023-08-26 0:00,,card,,onboarding difficulty,08/26/2023,29-12-2023
S00621,U001156,Business,ANNUAL,149,USD,past_due,06/17/2023,,CARD,1,missing features,2023-06-17 0:00,10/08/2023
s02721,U001143,Enterprise,Monthly,,,CANCELLED,14-04-2023,10/24/2023,invoice,,missing features,2023-04-14,02-06-2023
S00239,U001850,Trial,,0,,past_due,2023-05-21,,CARD,1,switched competitor,05/21/2023,11/24/2023
S00706,USR-000688,Enterprise,monthly,399,CAD,active,2023-04-04 0:00,,wire,,too expensive,2023-04-04 0:00,2023-08-03 0:00
S03033,U001024,Pro,,49,,canceled,2023-10-26,01/06/2024,CARD,TRUE,low usage,26-10-2023,2024-01-27 0:00
S04480,U000038,Enterprise,monthly,custom,GBP,canceled,2023-01-14,05/20/2023,invoice,FALSE,N/A,2023-01-14,2023-06-03
S04374,U001592,Trial,ANNUAL,0,GBP,trialing,15-01-2024,,paypal,TRUE,onboarding difficulty,01/15/2024,10-02-2024
S00777,U000677,Pro,monthly,49,GBP,past_due,01/14/2023,,wire,,performance issues,01/14/2023,03/23/2023
S00027,U000514,Starter,,,GBP,CANCELLED,15-08-2023,24-11-2023,card,,N/A,2023-08-15 0:00,2023-10-01 0:00
S01920,U000995,Free,annual,0,CAD,trialing,07-12-2024,,,,,2024-12-07,2024-12-13
S02071,U001712,Starter,Monthly,25,EUR,past_due,2023-06-11 0:00,,card,TRUE,performance issues,06/11/2023,27-07-2023
S04223,U000233,Starter,,25,CAD,ACTIVE,2023-04-22,,invoice,FALSE,N/A,2023-04-22 0:00,2023-09-19
S04471, U000102 ,Business,,99,,ACTIVE,2023-12-25,,invoice,FALSE,missing features,2023-12-25 0:00,03/25/2024
S02660,U002118,Starter,,19,,CANCELLED,06-06-2024,11/09/2024,,,N/A,06-06-2024,2024-09-26 0:00
S02128,U002218,Starter,ANNUAL,19,,trialing,2025-03-26,,wire,1,missing features,26-03-2025,29-08-2025
S01342,U002037,Starter,ANNUAL,20,,paused,2025-03-31,10/04/2025,CARD,1,too expensive,2025-03-31 0:00,2025-05-25 0:00
S04188,U002212,Pro,monthly,49,usd,paused,04/29/2024,25-04-2025,CARD,1,performance issues,29-04-2024,08-08-2024
S04481,U002377,Enterprise,,399,USD,canceled,03/13/2024,02/08/2025,invoice,0,N/A,2024-03-13,09/23/2024
S01061,u001693,Enterprise,Monthly,,,active,11/08/2024,,invoice,1,,08-11-2024,16-12-2024
s02917,U000882,Business,monthly,149,USD,trialing,2023-10-04,,CARD,,low usage,04-10-2023,04/21/2024
S03793,U000872,Business,ANNUAL,99,EUR,active,05/21/2023,,CARD,,too expensive,2023-05-21,11/01/2023
S00419,U001277,Pro,Monthly,59,EUR,ACTIVE,01-06-2024,,wire,FALSE,onboarding difficulty,2024-06-01,2024-07-22
S01469, U000130 ,Pro,,49,CAD,trialing,2024-07-25 0:00,,,,missing features,2024-07-25 0:00,2024-11-07
S04347,U000118,Enterprise,Monthly,,EUR,past_due,07/23/2024,,paypal,FALSE,switched competitor,2024-07-23,27-09-2024
S01060,U001438,Trial,,0,,past_due,2023-02-04,,,,too expensive,2023-02-04,03/21/2023
S03710,U000121,Enterprise,monthly,399,GBP,CANCELLED,2024-03-14 0:00,05/09/2024,,TRUE,switched competitor,14-03-2024,21-03-2024
S00469,u001444,Pro,Monthly,49,usd,paused,2024-10-04,2025-06-06,,FALSE,onboarding difficulty,2024-10-04 0:00,2024-11-11
S02048,U002394,Business,Monthly,99,,past_due,02/03/2023,,paypal,1,performance issues,02/03/2023,04/25/2023
S02723,U002168,Free,annual,0,,active,02/28/2023,,paypal,FALSE,,02/28/2023,21-03-2023
S03230,U001413,Pro,annual,49,,canceled,10/10/2024,18-06-2025,card,TRUE,missing features,10-10-2024,2024-10-31 0:00
S02538,U000948,Free,annual,0,,CANCELLED,10/02/2024,2025-01-01 0:00,card,TRUE,switched competitor,02-10-2024,2025-02-26
S04479,U002325,Free,,0,GBP,ACTIVE,12/06/2023,,card,TRUE,N/A,06-12-2023,09-12-2023
 S00732,u001762,Enterprise,Monthly,custom,usd,active,02/20/2024,,paypal,FALSE,low usage,2024-02-20,2024-03-04
S01406,U001568,Pro,Monthly,50,EUR,CANCELLED,01-03-2024,2024-03-26 0:00,wire,,performance issues,2024-03-01,2024-05-15
S04446,U002439,Starter,annual,20,,ACTIVE,03/31/2024,,invoice,,performance issues,2024-03-31 0:00,2024-04-17
S01875,u002383,Starter,Monthly,,EUR,active,10/18/2024,,,TRUE,missing features,2024-10-18 0:00,03/22/2025
S00384,U000266,Enterprise,monthly,,EUR,past_due,2024-03-15 0:00,,,0,switched competitor,2024-03-15 0:00,2024-06-15 0:00
S01388,u001284,Starter,,20,,CANCELLED,01/29/2024,2024-08-18 0:00,wire,FALSE,missing features,2024-01-29,04/22/2024
S01770,U000372,Business,ANNUAL,120,,ACTIVE,02/01/2023,,paypal,1,too expensive,02/01/2023,2023-05-16
S04051,U001350,Free,annual,0,USD,active,14-04-2024,,invoice,1,low usage,04/14/2024,2024-07-14
S01246,U001327,Trial,,0,EUR,ACTIVE,12/09/2023,,card,TRUE,performance issues,2023-12-09,2024-02-21
S00725,U002249,Trial,annual,0,usd,past_due,2024-10-13 0:00,,paypal,TRUE,onboarding difficulty,10/13/2024,2024-11-10
S02765,U000321,Starter,Monthly,19,GBP,canceled,2024-09-07 0:00,15-02-2025,invoice,TRUE,,09/07/2024,03/15/2025
S02790,U002162,Starter,ANNUAL,,usd,past_due,15-01-2025,,invoice,FALSE,missing features,2025-01-15 0:00,2025-01-20
S01088,U000417,Pro,ANNUAL,49,GBP,ACTIVE,07/09/2023,,card,TRUE,low usage,2023-07-09,2023-07-10
S02552,U001331,business,ANNUAL,149,USD,past_due,07-05-2023,,invoice,0,too expensive,07-05-2023,05/17/2023
S03074,U001562,Free,monthly,0,usd,trialing,05/23/2023,,card,TRUE,performance issues,05/23/2023,2023-11-11
S00396,U002516,Enterprise,,399,GBP,active,2025-01-27 0:00,,,FALSE,missing features,27-01-2025,07/13/2025
S03538,U000218,Starter,Monthly,19,USD,canceled,2025-03-12,2025-07-13 0:00,invoice,FALSE,too expensive,12-03-2025,15-05-2025
S03933,U000156,Starter,,25,GBP,active,2025-03-13 0:00,,CARD,,onboarding difficulty,03/13/2025,2025-06-23
S00848,U002540,Trial,,0,EUR,trialing,2025-01-23 0:00,,CARD,TRUE,switched competitor,01/23/2025,02/16/2025
S03255,U000365,Business,,99,,CANCELLED,2023-09-17 0:00,2024-07-01,CARD,1,performance issues,2023-09-17,2024-03-27 0:00
S02424,U001061,Pro,monthly,50,GBP,ACTIVE,22-02-2023,,,,performance issues,02/22/2023,2023-07-26
S02721,U001868,Trial,ANNUAL,0,USD,active,2024-07-28,,card,1,low usage,2024-07-28,2024-11-26
S02026,U002537,Business,annual,120,USD,CANCELLED,2023-11-12 0:00,2024-03-06,paypal,FALSE,,2023-11-12 0:00,05/25/2024
S01732,U000156,Enterprise,,custom,EUR,ACTIVE,05/04/2023,,card,0,low usage,2023-05-04,05/08/2023
S01530,U001491,Trial,annual,0,GBP,paused,2024-09-17 0:00,01/16/2025,,1,low usage,2024-09-17,2024-11-20 0:00
S03703,U002004,Trial,annual,0,usd,ACTIVE,06/02/2023,,CARD,,too expensive,06/02/2023,20-10-2023
S03186,U000183,Business,annual,120,EUR,CANCELLED,2024-06-07 0:00,28-06-2025,,FALSE,,2024-06-07 0:00,04-09-2024
s03131,U001391,Trial,Monthly,0,GBP,trialing,2024-01-26,,,FALSE,,2024-01-26,2024-06-15
S04473,U000233,Business,,99,CAD,past_due,25-10-2024,,card,0,too expensive,25-10-2024,2025-02-25 0:00
S02438,U001399,Starter,,19,GBP,canceled,2025-01-08 0:00,07/31/2025,,TRUE,,2025-01-08,2025-06-15 0:00
S03396,U000951,Trial,annual,0,,trialing,2024-09-30 0:00,,card,,,2024-09-30,02/28/2025
S01382,U001225,Business,,120,USD,active,10/01/2024,,,FALSE,performance issues,2024-10-01 0:00,07-04-2025
S01168,U001248,Free,,0,CAD,trialing,2024-10-03,,,TRUE,switched competitor,2024-10-03,15-11-2024
S03964,U002397,Enterprise,,499,EUR,trialing,26-04-2023,,CARD,FALSE,switched competitor,04/26/2023,07/20/2023
S02144,U000285,Starter,monthly,20,USD,ACTIVE,21-09-2024,,invoice,,,21-09-2024,27-11-2024
S01355,U002109,Starter,annual,25,EUR,trialing,2024-08-05,,wire,TRUE,N/A,08/05/2024,08/28/2024
S00775,U001354,Trial,,0,EUR,canceled,02/10/2023,10/18/2023,,TRUE,onboarding difficulty,10-02-2023,2023-07-01 0:00
S03191,U000864,Pro,Monthly,49,CAD,trialing,07-04-2023,,,FALSE,N/A,2023-04-07,09/14/2023
S03448,U000115,Free,ANNUAL,0,,ACTIVE,2024-04-07,,invoice,TRUE,,04/07/2024,06/20/2024
S00598,u001005,Enterprise,,499,usd,canceled,2025-01-24 0:00,01/12/2026,invoice,TRUE,performance issues,2025-01-24,02/11/2025
S02864,U001201,Trial,Monthly,0,EUR,canceled,2025-02-08,08-05-2025,,TRUE,,2025-02-08,21-03-2025
S03551,U000708,Business,,120,,trialing,2023-04-12 0:00,,invoice,TRUE,performance issues,12-04-2023,20-04-2023
S00088,U002285,Pro,annual,49,,trialing,2024-11-14,,invoice,FALSE,performance issues,11/14/2024,26-11-2024
S02684,U002200,Enterprise,annual,,CAD,active,2023-06-28,,,FALSE,N/A,2023-06-28 0:00,2023-11-23
S01393,U000250,Trial,annual,0,usd,ACTIVE,2024-03-15 0:00,,paypal,FALSE,N/A,03/15/2024,2024-06-28 0:00
S01387,U001059,Starter,annual,19,,ACTIVE,2023-11-20 0:00,,card,FALSE,N/A,11/20/2023,21-03-2024
S01063,U001262,Starter,monthly,19,usd,CANCELLED,12/06/2023,2024-09-04 0:00,,TRUE,too expensive,06-12-2023,2024-02-09
S03610,U001778,Enterprise,monthly,,CAD,canceled,03-06-2023,2023-07-22 0:00,,,too expensive,2023-06-03,2023-06-07
S01943,U000795,Starter,,20,USD,canceled,2023-10-02,2024-06-05,paypal,FALSE,switched competitor,2023-10-02,2024-03-25 0:00
S03950,U002402,Pro,annual,49,CAD,paused,2025-03-01,2025-09-15 0:00,invoice,FALSE,,2025-03-01,2025-05-10
S02527,U001720,Starter,monthly,,usd,active,12/15/2024,,paypal,FALSE,missing features,2024-12-15 0:00,02/27/2025
S03367,U001336,Starter,,20,,active,2024-10-13,,,FALSE,performance issues,10/13/2024,10/21/2024
S00824,U001069,Trial,annual,0,,canceled,2025-05-25,2026-04-24,paypal,TRUE,,2025-05-25 0:00,2025-07-18 0:00
S02014,U001860,Enterprise,,499,GBP,canceled,26-11-2023,11/28/2024,paypal,TRUE,N/A,2023-11-26 0:00,12-04-2024
S00842,U000666,Business,,99,,trialing,2024-01-05 0:00,,CARD,FALSE,N/A,05-01-2024,2024-06-11 0:00
S01825,U001076,Trial,Monthly,0,,past_due,2025-01-28,,card,FALSE,,2025-01-28 0:00,2025-04-13
S03174,U002480,Starter,Monthly,25,,CANCELLED,2024-08-08 0:00,11-03-2025,wire,TRUE,low usage,2024-08-08,2024-08-27 0:00
S03386,U000654,Enterprise,annual,299,GBP,active,2025-05-18,,paypal,0,N/A,18-05-2025,07/18/2025
S03402,U000452,Pro,,59,EUR,paused,04-03-2025,2025-10-27,,FALSE,performance issues,2025-03-04 0:00,2025-06-13
S02226,U001370,Starter,Monthly,19,GBP,ACTIVE,2024-02-15,,,,too expensive,15-02-2024,2024-08-16
S04376,U001155,Enterprise,monthly,custom,USD,CANCELLED,29-07-2023,23-07-2024,paypal,TRUE,,07/29/2023,2024-01-17 0:00
S01240,U000609,Starter,ANNUAL,20,CAD,canceled,2024-06-12,2024-10-22 0:00,,0,,12-06-2024,2024-11-10 0:00
S00793,U000639,Business,,120,,active,16-12-2023,,paypal,1,too expensive,2023-12-16 0:00,04-01-2024
S00394,U000228,Starter,annual,20,usd,canceled,2023-04-20 0:00,2024-03-07,,TRUE,missing features,04/20/2023,01-08-2023
S00827,U000458,Pro,Monthly,50,,trialing,2024-10-02,,,,,02-10-2024,12/28/2024
 S02970,U002343,Pro,,49,,trialing,2023-09-10 0:00,,CARD,,switched competitor,2023-09-10,2024-02-06
S02970,U000501,Free,monthly,0,USD,past_due,12/01/2024,,card,TRUE,too expensive,2024-12-01,06/05/2025
S00322,U001943,Trial,monthly,0,usd,paused,05-09-2024,2025-03-03 0:00,,TRUE,,05-09-2024,2025-02-12 0:00
S03157,U001244,Trial,,0,EUR,canceled,08-03-2023,23-12-2023,CARD,1,too expensive,03/08/2023,2023-03-17 0:00
S03620,U001675,Trial,,0,,past_due,2023-06-02 0:00,,CARD,1,switched competitor,2023-06-02 0:00,09-12-2023
S01135,u002440,Pro,,59,,paused,08/24/2023,0000-00-00,card,1,too expensive,24-08-2023,2023-09-17 0:00
S00365,U001983,Trial,annual,0,usd,paused,13-03-2025,11/05/2025,invoice,FALSE,performance issues,2025-03-13,04/26/2025
S03188,U000981,Pro,,59,GBP,active,2024-05-21 0:00,,CARD,TRUE,,05/21/2024,07/11/2024
S00843,U001646,Trial,monthly,0,EUR,CANCELLED,2024-10-20,11/16/2025,CARD,,onboarding difficulty,10/20/2024,12/06/2024
S02986,U000056,Starter,ANNUAL,25,EUR,trialing,06-11-2023,,card,0,switched competitor,2023-11-06,2024-04-27
S00912,U002174,Enterprise,annual,299,,canceled,2025-06-14,07-12-2025,,1,low usage,2025-06-14,09/29/2025
S03670,U000404,Trial,Monthly,0,USD,past_due,2023-06-24,,,1,missing features,24-06-2023,2023-08-07 0:00
S01557,U001500,Enterprise,annual,499,,past_due,2025-06-01,,,TRUE,switched competitor,06/01/2025,2025-08-01
S00613,U000315,Free,monthly,0,usd,trialing,01/31/2025,,paypal,FALSE,too expensive,2025-01-31,03/21/2025
S00496,U000595,Pro,,59,,active,17-02-2023,,card,TRUE,,17-02-2023,08/10/2023
S04143,U000370,enterprise,,499,usd,trialing,2023-04-20,,invoice,,too expensive,04/20/2023,2023-08-25 0:00
S04489,U001041,Trial,ANNUAL,0,CAD,paused,2023-01-08 0:00,2023-12-30 0:00,wire,FALSE,missing features,08-01-2023,03/02/2023
S04310,U001983,Free,,0,,trialing,11/02/2024,,invoice,0,switched competitor,2024-11-02,11-12-2024
S03459,u000266,Pro,Monthly,49,GBP,canceled,01-04-2023,02/07/2024,wire,FALSE,,2023-04-01 0:00,2023-06-08 0:00
S01243,U000752,Business,monthly,99,usd,paused,2025-01-30,10/27/2025,wire,TRUE,missing features,30-01-2025,08/08/2025
S02929,U000235,Free,Monthly,0,EUR,ACTIVE,2024-08-06 0:00,,invoice,,performance issues,2024-08-06,06-11-2024
S01836,U000577,Starter,ANNUAL,19,USD,trialing,09/10/2024,0000-00-00,paypal,1,onboarding difficulty,2024-09-10 0:00,2024-10-23
S01693,U001296,Starter,Monthly,20,CAD,ACTIVE,2023-08-29,,CARD,1,onboarding difficulty,2023-08-29,19-02-2024
S02629,U000047,Trial,,0,EUR,past_due,2025-06-03,,,,switched competitor,06/03/2025,2025-11-02
S00754,U002075,Starter,monthly,25,usd,CANCELLED,28-12-2024,31-10-2025,,FALSE,performance issues,2024-12-28 0:00,2025-01-30 0:00
S02401,U002295,Pro,monthly,49,CAD,past_due,04/26/2024,,invoice,TRUE,performance issues,2024-04-26 0:00,15-10-2024
S01346,U000677,Enterprise,ANNUAL,399,usd,canceled,2025-06-07,08/15/2025,paypal,TRUE,N/A,2025-06-07,2025-08-17 0:00
S00114,U001122,Starter,ANNUAL,19,GBP,active,2023-09-04,,wire,0,performance issues,2023-09-04,2024-01-30
S03583,U002150,Trial,annual,0,GBP,canceled,02/16/2024,30-05-2024,paypal,FALSE,switched competitor,02/16/2024,24-06-2024
S02422,U001760,Pro,annual,59,,CANCELLED,2024-01-24 0:00,29-05-2024,card,TRUE,onboarding difficulty,01/24/2024,07/28/2024
S01193,U002408,Starter,Monthly,25,USD,past_due,12/20/2023,,card,FALSE,,2023-12-20,2024-01-19
S01767,u000829,Business,monthly,120,EUR,past_due,16-10-2024,,invoice,,,2024-10-16,2025-02-03 0:00
S01345,U000551,Enterprise,Monthly,399,EUR,paused,07-05-2025,02/17/2026,wire,TRUE,,2025-05-07 0:00,09/02/2025
S02318,U002515,Trial,,0,,active,2023-06-28 0:00,,,TRUE,too expensive,28-06-2023,07/17/2023
S02225,U000350,Trial,,0,,past_due,01/12/2023,,paypal,,N/A,2023-01-12,05/19/2023
S00284,U000826,Starter,Monthly,25,GBP,past_due,05/25/2024,,,FALSE,too expensive,2024-05-25,03-10-2024
S00803,U000637,Trial,annual,0,,ACTIVE,2023-08-07,,,,performance issues,2023-08-07 0:00,2023-09-06
S00467,U000755,Pro,,49,,past_due,05-09-2023,,CARD,FALSE,onboarding difficulty,09/05/2023,03/17/2024
S03456,U001372,Free,ANNUAL,0,USD,past_due,2024-10-19,,paypal,,too expensive,10/19/2024,2025-02-25 0:00
S01495,U000296,Enterprise,ANNUAL,399,,ACTIVE,2023-07-24,,wire,1,missing features,2023-07-24,10/07/2023
S02894,U002225,Starter,annual,25,,paused,2025-05-24,2025-10-09 0:00,invoice,TRUE,missing features,2025-05-24,2025-10-18
S01526,U001134,Free,monthly,0,CAD,CANCELLED,2024-03-22 0:00,09/10/2024,card,,,2024-03-22 0:00,08/13/2024
S01168,U002368,Starter,monthly,20,USD,paused,07/15/2024,2024-08-27 0:00,,,switched competitor,15-07-2024,26-10-2024
S00944,U001149,Business,ANNUAL,99,usd,canceled,2023-04-11,08/21/2023,card,TRUE,performance issues,2023-04-11,2023-09-22 0:00
S04108,U000139,Business,,149,usd,ACTIVE,08/24/2024,,,,switched competitor,24-08-2024,2024-10-11
S02982,U001619,Starter,,20,EUR,CANCELLED,2023-11-10 0:00,2024-10-11 0:00,card,FALSE,N/A,2023-11-10,2023-11-26 0:00
S00564,U001935,Starter,monthly,19,CAD,trialing,08/29/2023,0000-00-00,invoice,TRUE,onboarding difficulty,29-08-2023,2024-02-27
S04476,U000734,Enterprise,,499,GBP,ACTIVE,2023-05-19 0:00,,,,onboarding difficulty,05/19/2023,18-09-2023
S01940,U000635,Enterprise,ANNUAL,custom,CAD,canceled,2024-10-22,03/02/2025,CARD,,switched competitor,22-10-2024,2025-03-03
S04172,U001760,Enterprise,monthly,499,,ACTIVE,16-01-2024,,CARD,,,2024-01-16,05/01/2024
S00335,U001400,Starter,,25,USD,paused,2023-12-02,2024-07-27,wire,FALSE,too expensive,2023-12-02,30-03-2024
S03470,U000619,Pro,,49,,past_due,01/13/2025,,paypal,1,,01/13/2025,2025-06-29
S00476,U001576,Free,ANNUAL,0,GBP,paused,2023-03-09,09/24/2023,invoice,TRUE,N/A,2023-03-09,2023-04-28
S00623,U001193,Starter,,19,usd,past_due,24-01-2024,,,,,2024-01-24 0:00,2024-05-15
S00136,USR-000762,Enterprise,ANNUAL,,GBP,trialing,21-12-2023,,,,missing features,12/21/2023,2024-06-23
S03588, U001159 ,Business,,99,CAD,paused,04-02-2024,21-12-2024,,0,low usage,2024-02-04,05-08-2024
S04431,U001483,Enterprise,,399,GBP,past_due,15-02-2025,,,FALSE,,2025-02-15,05/25/2025
S03096,U001886,Free,monthly,0,CAD,paused,22-02-2024,06/01/2024,invoice,,performance issues,2024-02-22,08-03-2024
S00321,U001807,Business,,99,EUR,active,2023-10-24,,CARD,FALSE,,2023-10-24,02/07/2024
S02364,U000218,Pro,,49,USD,active,05/19/2025,,CARD,,onboarding difficulty,2025-05-19,07/14/2025
S02829,U000729,Pro,ANNUAL,49,EUR,paused,02-08-2024,08/18/2025,card,,switched competitor,2024-08-02 0:00,10/28/2024
S00875,U001109,Starter,ANNUAL,19,CAD,active,08/20/2023,0000-00-00,paypal,FALSE,performance issues,2023-08-20 0:00,10/19/2023
 S04321,u002490,Starter,,19,usd,past_due,2025-06-11,,paypal,FALSE,performance issues,11-06-2025,2025-07-11 0:00
S02124,U001468,Trial,,0,EUR,CANCELLED,05/24/2023,2023-11-21,CARD,0,,2023-05-24,10/20/2023
S03596,U001185,Enterprise,annual,custom,usd,active,2024-11-21 0:00,,,FALSE,missing features,2024-11-21,2025-05-13
S02858,U002526,Enterprise,ANNUAL,299,USD,paused,02/13/2023,03/06/2023,,FALSE,low usage,13-02-2023,2023-07-09
S00020,U001900,Enterprise,ANNUAL,custom,EUR,canceled,2024-12-12,2025-11-11,wire,FALSE,,2024-12-12 0:00,12/17/2024
S01809,U001528,Pro,annual,49,EUR,active,23-03-2025,,,,,2025-03-23 0:00,24-06-2025
S01574,U001978,Pro,,49,GBP,ACTIVE,2025-06-10 0:00,,invoice,,switched competitor,06/10/2025,07/05/2025
S02904,U002533,Business,annual,99,,active,13-01-2024,,paypal,TRUE,,01/13/2024,2024-07-17
S03006,U000642,Trial,monthly,0,USD,paused,2023-01-03,2023-06-04,card,FALSE,onboarding difficulty,01/03/2023,06/06/2023
S02896,U000027,Enterprise,ANNUAL,,USD,active,2024-09-30,,card,TRUE,onboarding difficulty,09/30/2024,07-01-2025
S00099,U001518,Pro,,59,EUR,canceled,01/09/2024,09/24/2024,card,0,missing features,2024-01-09,01-04-2024
S02963,U002042,Starter,,19,EUR,active,18-07-2024,,invoice,TRUE,,07/18/2024,2024-12-02
S01719,U000153,Pro,,49,USD,active,2023-03-19 0:00,,card,0,,2023-03-19,2023-04-18
S00135, U000555 ,Pro,,49,CAD,CANCELLED,27-06-2023,12/04/2023,wire,,,06/27/2023,2023-08-11 0:00
S02925,U001442,Free,monthly,0,,ACTIVE,11-05-2023,,paypal,,onboarding difficulty,2023-05-11,28-08-2023
S02317,U001860,Free,,0,EUR,trialing,10/29/2024,,,TRUE,performance issues,2024-10-29 0:00,12-02-2025
S04355,U000093,Free,monthly,0,CAD,ACTIVE,08/29/2023,,,FALSE,performance issues,08/29/2023,12/13/2023
S01518,U001286,Free,,0,EUR,trialing,2023-06-18 0:00,,,,onboarding difficulty,06/18/2023,2023-10-23 0:00
S01761,U000407,Free,monthly,0,usd,active,16-07-2024,,,,onboarding difficulty,07/16/2024,08/26/2024
S04178,U001646,Starter,,25,EUR,past_due,01/09/2025,,card,,onboarding difficulty,2025-01-09 0:00,06/23/2025
S03860,U002356,Starter,monthly,20,GBP,past_due,31-10-2024,,CARD,TRUE,low usage,2024-10-31,03/09/2025
S01190,U001845,Starter,Monthly,20,USD,CANCELLED,15-04-2024,17-01-2025,CARD,FALSE,,2024-04-15,2024-10-26
S01847,u002294,Enterprise,Monthly,399,CAD,canceled,2023-10-27,08/09/2024,invoice,TRUE,switched competitor,2023-10-27,20-01-2024
S00946,U000069,Pro,,49,usd,paused,2024-06-07 0:00,0000-00-00,,0,,2024-06-07 0:00,16-06-2024
S03607,U001494,Trial,ANNUAL,0,usd,CANCELLED,2023-11-05 0:00,0000-00-00,paypal,,N/A,2023-11-05,01/30/2024
S02796,USR-002455,Starter,annual,19,CAD,paused,2023-03-07,07-10-2023,paypal,FALSE,missing features,03/07/2023,03-09-2023
S03124,U002229,Enterprise,,custom,CAD,active,21-01-2025,,,TRUE,onboarding difficulty,2025-01-21 0:00,04-08-2025
