invoice_id,subscription_id,issue_date,due_date,paid_date,invoice_amount,currency,payment_status,payment_method,tax_applied,created_at
I00145,S00288,0000-00-00,,0000-00-00,,CAD,refunded,CARD,1,2023-10-02 0:00
I01556,s03989,0000-00-00,0000-00-00,,95.32,,,invoice,TRUE,2023-08-07 0:00
I01381,S04289,2024-02-16,2024-03-17 0:00,0000-00-00,16.33,,,invoice,TRUE,2024-02-16 0:00
i01145, S01282,2023-08-18 0:00,2023-09-17,0000-00-00,340.77,USD,,,FALSE,2023-08-18 0:00
I00896,S04282,0000-00-00,,0000-00-00,175.62,GBP,partial,,,2024-05-07 0:00
I01464,S02248,2025-05-20,06/19/2025,06/13/2025,399.41,GBP,PAID,card,,2025-05-20 0:00
I01022,S00875,2023-08-06 0:00,2023-09-05,0000-00-00,396.88,,,,0,2023-08-06 0:00
I00896,S04409,2023-06-21,0000-00-00,07/15/2023,151.06,usd,failed,,FALSE,2023-06-21 0:00
I01594,S02215,0000-00-00,04/15/2025,04/18/2025,172.57,,FAILED,invoice,0,2025-03-16 0:00
I01036,S03192,2023-03-05 0:00,0000-00-00,2023-04-11,25.39,GBP,partial,,TRUE,2023-03-05 0:00
I01800,S04332,2025-01-08,2025-02-07,2025-01-19,40.75,usd,,invoice,,2025-01-08 0:00
I00816,S02248,0000-00-00,2025-03-07 0:00,03/14/2025,171.7,usd,,invoice,0,2025-02-05 0:00
I01367,S01796,2024-09-09,2024-10-09,2024-09-26,,,FAILED,paypal,TRUE,2024-09-09 0:00
I01363,S00081,0000-00-00,2023-03-12,2023-03-06,303.55,usd,partial,paypal,TRUE,2023-02-10 0:00
I01368,S00920,2023-01-25,2023-02-24,0000-00-00,340.74,CAD,failed,,,2023-01-25 0:00
I00488,S02349,03/15/2023,2023-04-14,2023-03-27,134,CAD,,invoice,1,2023-03-15 0:00
I00410,S03781,0000-00-00,05/04/2024,,271.72,CAD,PAID,paypal,0,2024-04-04 0:00
I00969,S00888,12/13/2024,0000-00-00,2024-12-28,100.2,usd,refunded,paypal,FALSE,2024-12-13 0:00
I01088,S02629,0000-00-00,06/03/2025,05/04/2025,291.19,,refunded,invoice,,2025-05-04 0:00
I01589,S00087,2023-05-03,2023-06-02,2023-05-05,293.9,,failed,CARD,FALSE,2023-05-03 0:00
I00143,S02814,2025-01-08,2025-02-07,2025-01-12,245.84,CAD,partial,paypal,FALSE,2025-01-08 0:00
I00849, S02122,,0000-00-00,0000-00-00,495.54,EUR,PAID,invoice,1,2023-06-25 0:00
I00364,S02479,06/29/2023,2023-07-29,,221.96,usd,,card,1,2023-06-29 0:00
I00390,S03257,2024-12-31 0:00,0000-00-00,,300.98,CAD,FAILED,wire,0,2024-12-31 0:00
I00618, S04343,0000-00-00,0000-00-00,0000-00-00,399.01,CAD,partial,CARD,FALSE,2025-06-06 0:00
I01721,S04398,,2023-08-14 0:00,07/29/2023,400.79,GBP,,invoice,0,2023-07-15 0:00
I01415,SUB-02598,2024-06-20,07/20/2024,,257.53,GBP,FAILED,paypal,1,2024-06-20 0:00
I00490,S03121,01/10/2024,2024-02-09,0000-00-00,211.72,CAD,,,TRUE,2024-01-10 0:00
I01340,S03621,2025-03-18,,2025-04-02,125.94,USD,PAID,CARD,,2025-03-18 0:00
I00377,SUB-02307,0000-00-00,2025-04-17 0:00,03/28/2025,256.02,usd,partial,invoice,,2025-03-18 0:00
I00721,S03866,0000-00-00,0000-00-00,,N/A,,paid,,FALSE,2023-02-11 0:00
I00134,S04282,2023-11-03,0000-00-00,2023-12-09,,,failed,wire,1,2023-11-03 0:00
I00811,S00754,0000-00-00,0000-00-00,,408.29,EUR,PAID,,TRUE,2024-08-21 0:00
I01705,S01588,0000-00-00,2025-07-16,,115.9,usd,,wire,TRUE,2025-06-16 0:00
I00220,S02138,2024-08-12 0:00,2024-09-11,2024-08-22,482.77,CAD,,card,,2024-08-12 0:00
I00484,S02054,2023-06-05,2023-07-05 0:00,0000-00-00,167.26,USD,paid,,TRUE,2023-06-05 0:00
I00958,S04430,0000-00-00,0000-00-00,,319.61,,failed,,TRUE,2023-07-26 0:00
I00213,S03585,2023-11-22 0:00,2023-12-22,0000-00-00,227.58,usd,,card,0,2023-11-22 0:00
I00278,S02894,2024-11-14,,2024-12-20 0:00,383.84,,partial,wire,FALSE,2024-11-14 0:00
I01716,S03172,0000-00-00,2024-06-11 0:00,0000-00-00,385.84,usd,paid,card,,2024-05-12 0:00
I00304,S03196,0000-00-00,0000-00-00,07/03/2024,89.94,,failed,CARD,,2024-05-24 0:00
I00326,S03748,0000-00-00,0000-00-00,,94.98,usd,paid,,FALSE,2024-01-10 0:00
I01699,S01330,0000-00-00,0000-00-00,2023-11-25,66.42,,,card,0,2023-11-04 0:00
I00423,S00854,,2025-02-13 0:00,0000-00-00,328.36,EUR,FAILED,paypal,FALSE,2025-01-14 0:00
I01092,s04272,,2023-02-04,0000-00-00,,USD,partial,,FALSE,2023-01-05 0:00
I00960,S01170,0000-00-00,,,227.02,,refunded,card,TRUE,2025-06-07 0:00
I00498,S04312,2025-01-27 0:00,0000-00-00,2025-02-13,303.18,,,,FALSE,2025-01-27 0:00
I00478,S00419,2024-03-09,2024-04-08,0000-00-00,384.72,,PAID,paypal,0,2024-03-09 0:00
I00848,S02871,0000-00-00,0000-00-00,02/17/2025,95.73,GBP,failed,paypal,TRUE,2025-01-28 0:00
I01481,S00775,0000-00-00,01/01/2024,,377.13,,,invoice,,2023-12-02 0:00
I01418,S02008,,0000-00-00,,,EUR,FAILED,invoice,FALSE,2025-06-18 0:00
I00169,s01085,2025-03-26,2025-04-25,2025-04-14,137.38,CAD,refunded,wire,1,2025-03-26 0:00
I01056,S04024,2024-12-14,0000-00-00,,378.53,,PAID,,TRUE,2024-12-14 0:00
I00238,s02782,2024-03-31 0:00,2024-04-30,,,GBP,PAID,,TRUE,2024-03-31 0:00
I01135,S04202,2023-08-18,09/17/2023,,274.13,USD,,,TRUE,2023-08-18 0:00
I00170,S02956,05/25/2023,,05/29/2023,122.39,,paid,CARD,TRUE,2023-05-25 0:00
I01428,S03967,2025-04-05,0000-00-00,,144.59,CAD,PAID,invoice,TRUE,2025-04-05 0:00
I01223,S02977,0000-00-00,2024-04-15 0:00,,45.71,CAD,PAID,paypal,1,2024-03-16 0:00
I00573,S03318,2023-12-18,2024-01-17,01/16/2024,,usd,,CARD,,2023-12-18 0:00
I01345,S00236,,0000-00-00,2025-06-06 0:00,498.85,usd,failed,card,TRUE,2025-05-28 0:00
I01055,S03643,2025-02-26,03/28/2025,,369.24,CAD,,CARD,1,2025-02-26 0:00
I00431,S02511,2023-11-20,12/20/2023,0000-00-00,23.83,,PAID,invoice,TRUE,2023-11-20 0:00
I00394,S04124,2024-09-05 0:00,2024-10-05,,482.3,usd,,wire,TRUE,2024-09-05 0:00
I00720,S00212,2023-04-02 0:00,2023-05-02 0:00,0000-00-00,413.21,EUR,FAILED,CARD,FALSE,2023-04-02 0:00
I00153,S02646,05/15/2024,2024-06-14,,,GBP,,CARD,0,2024-05-15 0:00
 I00076,S00387,2025-05-06 0:00,06/05/2025,,28.93,GBP,failed,paypal,1,2025-05-06 0:00
I01653,S01030,,2023-12-31 0:00,2023-12-26 0:00,11.09,,PAID,CARD,,2023-12-01 0:00
I01506,S00875,0000-00-00,0000-00-00,,347.1,,FAILED,paypal,1,2023-01-19 0:00
I01634,S02953,07/06/2023,08/05/2023,2023-07-06,421.08,,refunded,CARD,1,2023-07-06 0:00
 I01107,S02637,2023-01-11,2023-02-10,2023-01-31,83.04,USD,FAILED,,,2023-01-11 0:00
I01199,S04481,03/12/2024,04/11/2024,,395.7,GBP,refunded,card,,2024-03-12 0:00
I01117,S04448,2025-01-02 0:00,2025-02-01,,67.2,usd,failed,paypal,,2025-01-02 0:00
I01353,S00491,0000-00-00,0000-00-00,03/04/2024,172.08,USD,FAILED,paypal,0,2024-02-08 0:00
I00253,S03577,,2023-07-02 0:00,06/10/2023,46.33,CAD,refunded,CARD,TRUE,2023-06-02 0:00
I01218,S03811,2023-06-30 0:00,0000-00-00,,134.25,USD,,,FALSE,2023-06-30 0:00
I01430,S00817,2025-03-17 0:00,2025-04-16 0:00,0000-00-00,183.02,,partial,,,2025-03-17 0:00
I01213,S02112,2025-02-07 0:00,0000-00-00,2025-02-11,391.6,USD,FAILED,,FALSE,2025-02-07 0:00
I00823,S02033,2023-10-03,0000-00-00,,94.76,CAD,,paypal,FALSE,2023-10-03 0:00
I01398,S03720,2024-02-25,2024-03-26,03/25/2024,N/A,GBP,,,,2024-02-25 0:00
I01693,s03887,2025-03-10,04/09/2025,0000-00-00,94.79,USD,failed,card,,2025-03-10 0:00
I01701,S03753,2023-05-12 0:00,2023-06-11,2023-06-01,209.73,CAD,,,TRUE,2023-05-12 0:00
I00806,S00717,0000-00-00,2024-07-14,,442.71,,PAID,wire,FALSE,2024-06-14 0:00
I00104,S00692,12/08/2023,01/07/2024,,49.4,,,invoice,FALSE,2023-12-08 0:00
I01773,SUB-01301,09/20/2023,0000-00-00,10/11/2023,,,,invoice,TRUE,2023-09-20 0:00
I00174,S00868,2023-01-21 0:00,02/20/2023,02/11/2023,130.58,usd,paid,,1,2023-01-21 0:00
I00277,S03090,2024-06-25,2024-07-25 0:00,07/05/2024,319.82,,,wire,0,2024-06-25 0:00
I01449,S04382,0000-00-00,2023-07-19 0:00,2023-06-26 0:00,129.33,GBP,FAILED,card,1,2023-06-19 0:00
I00097,S02002,0000-00-00,,,299.58,CAD,failed,CARD,TRUE,2024-07-28 0:00
I01515,S00087,05/07/2023,0000-00-00,0000-00-00,301.87,CAD,partial,card,,2023-05-07 0:00
I01413,S04249,02/15/2025,2025-03-17 0:00,,41.09,usd,,,,2025-02-15 0:00
I01035,S01634,03/26/2024,0000-00-00,2024-03-31,373.2,usd,FAILED,paypal,TRUE,2024-03-26 0:00
I00547,S03333,0000-00-00,0000-00-00,,318.74,CAD,refunded,card,0,2024-04-26 0:00
I01677,S02755,0000-00-00,0000-00-00,0000-00-00,211.66,USD,paid,,,2023-08-23 0:00
I01424,S00689,01/27/2024,2024-02-26,2024-02-14 0:00,88.93,USD,FAILED,card,TRUE,2024-01-27 0:00
I01743,S00438,2023-01-02,2023-02-01 0:00,,,CAD,PAID,invoice,,2023-01-02 0:00
I00689,S03178,2024-12-29,2025-01-28 0:00,0000-00-00,223.99,CAD,partial,card,,2024-12-29 0:00
I00742,S00339,2024-01-13,02/12/2024,0000-00-00,208.38,,,paypal,TRUE,2024-01-13 0:00
I00910,S02225,2024-02-09,,03/16/2024,320.19,USD,FAILED,paypal,FALSE,2024-02-09 0:00
I01261,S01550,,,2024-05-03 0:00,,USD,refunded,invoice,FALSE,2024-03-26 0:00
I00538,s00596,0000-00-00,0000-00-00,2023-05-13 0:00,77.12,GBP,,CARD,0,2023-05-12 0:00
I01181,S02151,0000-00-00,2024-11-12,2024-11-05,488.3,USD,refunded,wire,FALSE,2024-10-13 0:00
I01603,S00036,09/29/2024,0000-00-00,2024-11-07,353.59,,,CARD,FALSE,2024-09-29 0:00
I00529,S01218,,,,337.36,GBP,FAILED,,0,2024-10-25 0:00
I01214,S02057,0000-00-00,2024-04-12 0:00,2024-03-26 0:00,471.14,USD,,invoice,FALSE,2024-03-13 0:00
I00955,SUB-01168,0000-00-00,,2025-06-09 0:00,42.79,,refunded,,FALSE,2025-05-09 0:00
I00535,S03178,07/05/2023,2023-08-04,0000-00-00,338.63,EUR,partial,wire,,2023-07-05 0:00
I01042,S02327,0000-00-00,2024-01-16,,,,paid,paypal,0,2023-12-17 0:00
I00858,S01107,2024-12-16,01/15/2025,0000-00-00,132.56,,refunded,paypal,TRUE,2024-12-16 0:00
I00548,S00703,0000-00-00,2024-08-04 0:00,0000-00-00,,GBP,,CARD,0,2024-07-05 0:00
I00127,S00099,,2024-12-21,0000-00-00,284.83,USD,paid,CARD,FALSE,2024-11-21 0:00
I00667,S01899,2024-12-03,2025-01-02,,250.74,CAD,FAILED,wire,TRUE,2024-12-03 0:00
I01189,S00469,05/21/2024,06/20/2024,2024-06-18,89.38,EUR,refunded,CARD,,2024-05-21 0:00
I01050,S04127,0000-00-00,0000-00-00,08/27/2023,84.45,GBP,partial,invoice,TRUE,2023-08-20 0:00
I01687,s01795,0000-00-00,2023-08-30,2023-08-14 0:00,266.28,,partial,,,2023-07-31 0:00
I00887,S04405,03/30/2025,2025-04-29,04/08/2025,214.27,EUR,PAID,invoice,1,2025-03-30 0:00
I00930,S00192,2023-02-02,0000-00-00,,150.63,,FAILED,CARD,FALSE,2023-02-02 0:00
I00129,S00868,2024-07-04,2024-08-03,2024-07-31,170.9,,paid,CARD,0,2024-07-04 0:00
I01242,S02281,2023-08-18,2023-09-17,2023-09-01,N/A,EUR,paid,invoice,,2023-08-18 0:00
I01447,S01984,2024-08-08,2024-09-07 0:00,0000-00-00,398.4,GBP,refunded,wire,FALSE,2024-08-08 0:00
I01368,S00735,0000-00-00,0000-00-00,,126.14,USD,,card,TRUE,2023-03-06 0:00
I00200,S02098,07/04/2024,,,,,,CARD,TRUE,2024-07-04 0:00
I00622,S00926,2024-04-13 0:00,0000-00-00,2024-04-13,278.39,usd,PAID,,FALSE,2024-04-13 0:00
I00476,S03417,,2025-03-12,2025-03-02 0:00,393.52,USD,PAID,paypal,FALSE,2025-02-10 0:00
I01381,S03077,0000-00-00,0000-00-00,,491.75,usd,paid,wire,0,2025-04-20 0:00
I00419,s01211,2024-01-07,0000-00-00,01/10/2024,492.83,EUR,paid,CARD,1,2024-01-07 0:00
I01493,S02657,04/25/2025,2025-05-25,2025-06-02,475.39,EUR,refunded,wire,,2025-04-25 0:00
I00856,S04062,2025-06-18,,,358.35,USD,,CARD,1,2025-06-18 0:00
i00505,S01330,2023-11-29 0:00,12/29/2023,0000-00-00,460.12,,refunded,CARD,FALSE,2023-11-29 0:00
I00016,S02459,08/16/2023,2023-09-15,2023-09-15,382.53,CAD,,wire,0,2023-08-16 0:00
I01742,S04093,,0000-00-00,2024-04-08,198.02,USD,PAID,,,2024-03-07 0:00
I00594,S03471,09/09/2024,2024-10-09,0000-00-00,184.02,USD,paid,wire,0,2024-09-09 0:00
I01772,S03738,2023-08-30 0:00,0000-00-00,,14.86,EUR,FAILED,,TRUE,2023-08-30 0:00
I00949,S02364,0000-00-00,2024-04-13,,341.5,,PAID,paypal,,2024-03-14 0:00
I00309,S00202,0000-00-00,2024-02-03,,487.98,GBP,partial,CARD,FALSE,2024-01-04 0:00
I01769,S00400,2025-03-14,0000-00-00,2025-04-19,28.42,,FAILED,,,2025-03-14 0:00
i00697,S01470,0000-00-00,07/30/2023,2023-08-06,12.78,,partial,CARD,,2023-06-30 0:00
I00503,S01746,2023-05-16 0:00,2023-06-15,,175.65,GBP,,card,TRUE,2023-05-16 0:00
I01640,S01816,0000-00-00,,2023-06-24,265.39,,PAID,paypal,0,2023-05-21 0:00
I01139,S00843,0000-00-00,2024-12-28,,320.25,USD,PAID,invoice,,2024-11-28 0:00
I00708,S04141,2024-12-10,2025-01-09,,19.98,CAD,failed,,FALSE,2024-12-10 0:00
I00979,S03694,2023-12-06 0:00,0000-00-00,,66.82,CAD,PAID,,TRUE,2023-12-06 0:00
I01436,S02473,2023-05-29,2023-06-28,2023-06-14 0:00,,CAD,,,,2023-05-29 0:00
I00544,S00195,0000-00-00,2024-09-03,,246.64,EUR,,card,1,2024-08-04 0:00
I00677,S02714,0000-00-00,0000-00-00,0000-00-00,443.66,usd,,CARD,1,2023-03-16 0:00
I00289,S03006,2024-06-08,07/08/2024,07/09/2024,276.84,usd,paid,CARD,,2024-06-08 0:00
I00334,S02501,12/17/2023,01/16/2024,2024-01-17,308,USD,,CARD,FALSE,2023-12-17 0:00
I01068,S04282,12/23/2024,0000-00-00,,105.47,GBP,PAID,wire,TRUE,2024-12-23 0:00
I00444,S04104,2023-06-26,2023-07-26 0:00,07/16/2023,479.33,,PAID,wire,,2023-06-26 0:00
I01771,S02451,2023-02-18 0:00,0000-00-00,,376.22,EUR,paid,CARD,TRUE,2023-02-18 0:00
I01364,S04202,2025-04-05,2025-05-05 0:00,,488.7,EUR,PAID,,,2025-04-05 0:00
I00913,S03793,2023-06-24 0:00,2023-07-24,0000-00-00,86.95,usd,,,TRUE,2023-06-24 0:00
I01316,S02977,2024-01-03,2024-02-02,,195.68,,refunded,wire,TRUE,2024-01-03 0:00
I00403,S04394,0000-00-00,2023-06-28,2023-06-24,392.96,EUR,partial,,TRUE,2023-05-29 0:00
I00571, S03497,2023-03-26,04/25/2023,2023-04-27 0:00,334.15,EUR,FAILED,,0,2023-03-26 0:00
I00434,S02928,2023-08-02,0000-00-00,,482.25,GBP,FAILED,,FALSE,2023-08-02 0:00
I01167,s02499,2024-12-31,0000-00-00,2025-01-23,469.38,USD,,card,1,2024-12-31 0:00
I01623,S03580,2024-08-14,,,422.93,USD,,,,2024-08-14 0:00
I00365,S02251,2023-03-24,04/23/2023,,,,failed,,TRUE,2023-03-24 0:00
I01526,S02324,07/19/2023,2023-08-18 0:00,2023-08-05,219.99,CAD,,,,2023-07-19 0:00
I00194,S02545,2024-05-19,0000-00-00,06/12/2024,328.03,CAD,,,FALSE,2024-05-19 0:00
I00647,S00332,2023-03-23,0000-00-00,,485.67,usd,FAILED,card,,2023-03-23 0:00
I00295,S00475,0000-00-00,03/15/2025,0000-00-00,135.83,,FAILED,card,1,2025-02-13 0:00
I00605,S02227,2024-02-10,,0000-00-00,90.27,GBP,partial,card,1,2024-02-10 0:00
I01457,S03095,2025-06-07,0000-00-00,0000-00-00,358.51,EUR,,wire,0,2025-06-07 0:00
I01497,S00697,,2023-03-12,2023-02-27 0:00,23.36,usd,FAILED,wire,,2023-02-10 0:00
I01320,S02677,2024-04-01 0:00,,0000-00-00,275.69,usd,,wire,TRUE,2024-04-01 0:00
I00622,S01809,12/25/2023,0000-00-00,0000-00-00,87.46,GBP,partial,CARD,,2023-12-25 0:00
I00645,S03537,2023-03-09,2023-04-08 0:00,,51.98,CAD,PAID,invoice,FALSE,2023-03-09 0:00
I01197,S00370,09/06/2024,,,386.91,,partial,,1,2024-09-06 0:00
I01277,s02565,,2023-12-08 0:00,,34.4,,,card,0,2023-11-08 0:00
I00472,S03417,2025-02-05,0000-00-00,,337.31,USD,FAILED,,,2025-02-05 0:00
I00580,S03726,0000-00-00,2023-05-30,,119.3,,,,TRUE,2023-04-30 0:00
I00976,S00491,2024-05-19,2024-06-18,,N/A,CAD,PAID,CARD,,2024-05-19 0:00
I01369,S00707,0000-00-00,2024-02-17 0:00,,197.42,,,CARD,TRUE,2024-01-18 0:00
I00935,S04158,,0000-00-00,06/29/2023,267.41,CAD,,invoice,FALSE,2023-05-27 0:00
I01189,S03237,,2024-01-25,,195.54,,paid,,0,2023-12-26 0:00
I00727,S01260,0000-00-00,0000-00-00,2025-05-16 0:00,382.97,EUR,refunded,card,TRUE,2025-05-12 0:00
 I00953,S04070,05/04/2025,0000-00-00,,496.91,,,invoice,FALSE,2025-05-04 0:00
I01257,S01892,12/17/2024,01/16/2025,,169.69,CAD,,card,FALSE,2024-12-17 0:00
i00874, S03962,,09/12/2024,0000-00-00,443.49,USD,paid,card,TRUE,2024-08-13 0:00
i00676,S04108,03/07/2023,2023-04-06 0:00,2023-04-01 0:00,,,FAILED,invoice,FALSE,2023-03-07 0:00
I01264,S01121,0000-00-00,0000-00-00,,495.24,USD,refunded,invoice,TRUE,2024-03-26 0:00
I01525,S00014,2023-05-03,2023-06-02,,359.87,CAD,paid,,TRUE,2023-05-03 0:00
I00638,S00680,2023-03-14,2023-04-13 0:00,,N/A,,partial,invoice,0,2023-03-14 0:00
I01210,S02169,,0000-00-00,,257.59,USD,partial,,,2023-12-15 0:00
I00247,SUB-01209,,,03/29/2024,,GBP,failed,,,2024-02-18 0:00
I00670,S02752,10/08/2023,0000-00-00,,136.06,USD,paid,invoice,1,2023-10-08 0:00
I01045,S01606,08/12/2024,0000-00-00,0000-00-00,129.74,EUR,partial,paypal,FALSE,2024-08-12 0:00
I00070,S02547,2024-05-16,2024-06-15,0000-00-00,135.27,EUR,,wire,,2024-05-16 0:00
I01043,S04285,0000-00-00,2024-01-26,,244.42,CAD,refunded,paypal,,2023-12-27 0:00
I01694,S01597,07/08/2023,08/07/2023,,462.94,usd,PAID,card,0,2023-07-08 0:00
I00391,s03006,,,0000-00-00,469.34,,paid,wire,0,2024-11-11 0:00
I00766,S03333,0000-00-00,,09/03/2024,255.1,EUR,failed,,,2024-08-11 0:00
I00648,S00557,2023-09-16,2023-10-16,2023-09-21 0:00,,usd,PAID,,TRUE,2023-09-16 0:00
I01652,S04463,2024-03-16 0:00,0000-00-00,,35.56,CAD,failed,invoice,,2024-03-16 0:00
I01655,S03351,2024-05-20,2024-06-19 0:00,2024-06-24,451.7,,failed,invoice,FALSE,2024-05-20 0:00
I00810,s00926,0000-00-00,2024-08-27,2024-08-18,55.39,usd,refunded,,,2024-07-28 0:00
I01174,S01639,2024-05-14,2024-06-13,06/15/2024,340.66,EUR,refunded,invoice,TRUE,2024-05-14 0:00
I00971,s00002,2023-12-21,0000-00-00,2024-01-04 0:00,158.33,USD,,invoice,TRUE,2023-12-21 0:00
I01539,s03255,2024-07-03,,0000-00-00,314.51,GBP,refunded,invoice,FALSE,2024-07-03 0:00
I00927,S04411,2025-06-03 0:00,0000-00-00,0000-00-00,157.64,,PAID,,FALSE,2025-06-03 0:00
I00260,S02473,0000-00-00,2024-04-03,2024-04-13 0:00,201.88,EUR,partial,card,TRUE,2024-03-04 0:00
I00183,S00721,2023-12-31,0000-00-00,0000-00-00,,USD,paid,card,,2023-12-31 0:00
I01091, S03322,,2024-01-15 0:00,2023-12-21 0:00,47.16,GBP,FAILED,paypal,TRUE,2023-12-16 0:00
I01148,S02098,2023-01-11 0:00,2023-02-10,,440.24,EUR,refunded,wire,TRUE,2023-01-11 0:00
I01726,S03539,2025-02-24 0:00,2025-03-26,,189.05,USD,failed,paypal,,2025-02-24 0:00
I00765,S00784,2025-01-30,2025-03-01 0:00,2025-02-25,299.21,usd,paid,wire,FALSE,2025-01-30 0:00
I00856,S02624,02/04/2025,2025-03-06 0:00,2025-02-24,499.27,GBP,,wire,0,2025-02-04 0:00
I00433,S01387,,04/15/2023,2023-04-09,443.42,GBP,partial,paypal,FALSE,2023-03-16 0:00
I01060,S00598,2024-01-17 0:00,02/16/2024,,457.77,EUR,partial,paypal,FALSE,2024-01-17 0:00
I01741,S03498,,0000-00-00,,177.45,,PAID,paypal,1,2023-04-01 0:00
I00019,S02938,0000-00-00,12/12/2023,2023-12-10,185.98,USD,refunded,paypal,0,2023-11-12 0:00
i01699,S03859,07/08/2023,08/07/2023,2023-07-20,72.66,USD,failed,wire,1,2023-07-08 0:00
I00713,S00020,2023-05-22,2023-06-21,2023-06-20,483,usd,,wire,FALSE,2023-05-22 0:00
I01184,S02167,2023-08-25,09/24/2023,,393.27,USD,failed,card,TRUE,2023-08-25 0:00
I00672,S02981,01/12/2023,0000-00-00,2023-02-02,N/A,CAD,failed,paypal,TRUE,2023-01-12 0:00
I00490,S02276,2023-05-09,0000-00-00,0000-00-00,69.68,,FAILED,card,0,2023-05-09 0:00
I01394,S00327,2023-02-01,2023-03-03,03/01/2023,160.81,USD,failed,,TRUE,2023-02-01 0:00
I00699,S03846,,2025-07-06 0:00,,381.74,usd,refunded,CARD,FALSE,2025-06-06 0:00
I00846,S00993,2025-06-15,07/15/2025,,232.9,,paid,CARD,TRUE,2025-06-15 0:00
I01054,S00704,03/20/2025,0000-00-00,,477.23,,,wire,TRUE,2025-03-20 0:00
I00215,S01209,2024-01-14,02/13/2024,2024-01-30,N/A,USD,,,FALSE,2024-01-14 0:00
I00005,S03473,10/01/2024,2024-10-31,0000-00-00,190.39,CAD,,invoice,,2024-10-01 0:00
I01474,S03523,2024-06-03,2024-07-03 0:00,2024-06-04,35.72,,FAILED,invoice,0,2024-06-03 0:00
I00617,S02092,0000-00-00,2023-04-05,04/14/2023,12.24,USD,partial,,,2023-03-06 0:00
I00605,S01436,2023-08-17,09/16/2023,2023-08-23,93.89,USD,refunded,wire,FALSE,2023-08-17 0:00
I00482,S01390,0000-00-00,,2025-06-02,271.86,,paid,paypal,,2025-05-25 0:00
I00467,S03706,,0000-00-00,,N/A,,FAILED,,1,2024-11-17 0:00
I00575,S04310,2024-06-05,0000-00-00,2024-06-11 0:00,416.54,,,,0,2024-06-05 0:00
I01177,S03387,2023-11-25,2023-12-25,11/25/2023,204.48,usd,,wire,FALSE,2023-11-25 0:00
I01008,S01209,2023-10-21,2023-11-20 0:00,,243.97,USD,,invoice,0,2023-10-21 0:00
I01760, S03643,0000-00-00,2023-08-01,2023-08-09 0:00,396.97,EUR,partial,wire,FALSE,2023-07-02 0:00
 I01414,S02275,0000-00-00,08/20/2023,2023-08-28,367.82,USD,paid,,TRUE,2023-07-21 0:00
i00138,S00423,03/30/2023,0000-00-00,,232.95,,FAILED,CARD,1,2023-03-30 0:00
I01295,s01028,0000-00-00,0000-00-00,,263.54,,partial,paypal,TRUE,2023-12-31 0:00
I01183,S04478,12/03/2024,0000-00-00,0000-00-00,106.32,,,paypal,TRUE,2024-12-03 0:00
I00623,S03328,12/17/2024,0000-00-00,,381.32,,,CARD,,2024-12-17 0:00
I00234,S03986,,05/01/2024,0000-00-00,247.8,,FAILED,paypal,TRUE,2024-04-01 0:00
I00132,S00033,2024-12-15 0:00,2025-01-14,,90.08,usd,PAID,CARD,0,2024-12-15 0:00
I00104,S03420,2024-04-21,2024-05-21,2024-05-01 0:00,465.53,CAD,failed,paypal,0,2024-04-21 0:00
I00676,S03715,2025-05-01 0:00,2025-05-31 0:00,2025-05-26 0:00,430.89,,,paypal,,2025-05-01 0:00
I00202,S02819,0000-00-00,,,236.48,,,paypal,,2025-03-04 0:00
I00315,S02019,0000-00-00,0000-00-00,,247.02,GBP,,card,FALSE,2025-01-02 0:00
 I01378,S02723,07/05/2024,,2024-07-23 0:00,67.19,usd,failed,invoice,,2024-07-05 0:00
I01767,S00691,2024-01-02,2024-02-01,,358.12,,PAID,invoice,FALSE,2024-01-02 0:00
I01046,S02364,0000-00-00,08/22/2023,0000-00-00,70.75,EUR,FAILED,CARD,TRUE,2023-07-23 0:00
I00463,S00225,2024-02-20,2024-03-21,0000-00-00,N/A,,refunded,,TRUE,2024-02-20 0:00
I00493,S02152,0000-00-00,2025-05-10 0:00,,372.55,,partial,paypal,FALSE,2025-04-10 0:00
I01679,SUB-00777,2023-10-23 0:00,,10/23/2023,,usd,failed,,TRUE,2023-10-23 0:00
I00300,S04028,0000-00-00,0000-00-00,0000-00-00,263.18,GBP,partial,paypal,FALSE,2023-02-27 0:00
i00052,S02467,11/10/2023,0000-00-00,,100.11,CAD,partial,CARD,,2023-11-10 0:00
I00921,S03974,2025-01-04,2025-02-03 0:00,0000-00-00,124.64,USD,PAID,,TRUE,2025-01-04 0:00
I01668,S00708,2023-05-11 0:00,06/10/2023,,114.1,usd,refunded,wire,TRUE,2023-05-11 0:00
I01692,S00423,2024-02-15,03/16/2024,03/07/2024,,EUR,,,TRUE,2024-02-15 0:00
I00130,S03691,2024-02-18 0:00,2024-03-19,2024-03-24,286.83,,FAILED,CARD,,2024-02-18 0:00
I01320,s02797,2025-01-17,,0000-00-00,91.18,EUR,FAILED,paypal,1,2025-01-17 0:00
I00901,S03505,2025-04-22,05/22/2025,,N/A,GBP,partial,,TRUE,2025-04-22 0:00
I01153,s03485,2024-11-06 0:00,12/06/2024,2024-12-08,228.69,,paid,,TRUE,2024-11-06 0:00
I00341,S02871,2024-08-06,0000-00-00,,423.4,usd,refunded,,FALSE,2024-08-06 0:00
