ticket_id,user_id,category,priority,status,support_channel,sentiment,assigned_agent,created_date,resolved_date,resolution_time_hours,created_at
T00748,U001632,Integration,Medium,RESOLVED,email,,R.Patel,03/26/2024,0000-00-00,unknown,2024-03-26 0:00
T01226,U001316,Feature Request,Medium,open,Chat,neutral,S.Khan,0000-00-00,,unknown,2024-08-08 0:00
T00156,U000921,Other,Urgent,OPEN,Email,NEGATIVE,J.Doe,2023-03-01,03/01/2023,,2023-03-01 0:00
T01193,USR-001452,Billing,low,closed,Phone,neutral,M.Chen,2024-01-05,2024-01-06,unknown,2024-01-05 0:00
T01476,U002097,Performance,low,resolved,Email,,,09/02/2024,0000-00-00,,2024-09-02 0:00
T00157,U002387,Feature Request,,open,,positive,J.Doe,2025-04-01 0:00,2025-04-03,85,2025-04-01 0:00
T00292,U000670,Other,Urgent,open,,,S.Khan,2024-11-06,0000-00-00,38,2024-11-06 0:00
T00302,U000906,Onboarding,Medium,resolved,,NEGATIVE,S.Khan,04/10/2023,,,2023-04-10 0:00
T01240,U000758,Bug,low,pending,Phone,positive,,2023-05-17,,92,2023-05-17 0:00
T00689,U000826,Account,,pending,,NEGATIVE,J.Doe,,2025-07-04 0:00,190,2025-06-13 0:00
T00646,USR-000259,Other,low,resolved,Email,,,2023-02-08,2023-02-16 0:00,,2023-02-08 0:00
T00912,U001586,Feature Request,Medium,resolved,,,M.Chen,2024-11-06,0000-00-00,,2024-11-06 0:00
T00247,U001901,Account,low,resolved,In-App,,M.Chen,0000-00-00,2023-02-04 0:00,unknown,2023-01-09 0:00
T00911,U002289,Feature Request,,open,,NEGATIVE,,0000-00-00,2024-03-08 0:00,,2024-03-02 0:00
T00869,U000040,Feature Request,Medium,OPEN,Chat,,S.Khan,2025-03-24,0000-00-00,unknown,2025-03-24 0:00
T01073,U001316,Bug,,OPEN,In-App,NEGATIVE,R.Patel,0000-00-00,2025-06-23,,2025-06-08 0:00
T00085,U002013,Feature Request,High,pending,Phone,,R.Patel,0000-00-00,0000-00-00,,2024-02-20 0:00
T00134,U000777,Bug,Low,pending,email,negative,A.Smith,2023-12-10 0:00,,,2023-12-10 0:00
T00595,U001022,Integration,,OPEN,In-App,,J.Doe,2024-12-17,,unknown,2024-12-17 0:00
T00799,U001108,Bug,,OPEN,email,negative,R.Patel,0000-00-00,04/05/2023,59,2023-03-19 0:00
T00517,u002083,Performance,,OPEN,In-App,,S.Khan,0000-00-00,2023-09-14,,2023-09-08 0:00
T00282,U001322,Integration,Low,closed,Chat,,,0000-00-00,04/09/2023,,2023-04-07 0:00
T00182,U002371,Bug,,OPEN,Phone,positive,J.Doe,0000-00-00,,,2024-12-03 0:00
T00061,U001224,Feature Request,low,open,email,,J.Doe,2024-02-17 0:00,02/19/2024,,2024-02-17 0:00
T00746,U000287,Feature Request,Low,open,Chat,neutral,,04/25/2024,04/25/2024,,2024-04-25 0:00
T00425,U001982,Feature Request,Low,resolved,email,NEGATIVE,M.Chen,08/04/2024,,54,2024-08-04 0:00
T00266,U001624,Account,Urgent,closed,Phone,NEGATIVE,R.Patel,07/15/2023,2023-08-13 0:00,,2023-07-15 0:00
T00585,U000404,Performance,low,pending,Phone,,M.Chen,2023-01-15 0:00,2023-01-22,133,2023-01-15 0:00
T00956,U001944,Performance,Medium,pending,email,neutral,J.Doe,2025-03-20,2025-03-21,,2025-03-20 0:00
T00503,U000085,Billing,Urgent,pending,,negative,,0000-00-00,,144,2025-03-03 0:00
T00650,U002185,Billing,Urgent,OPEN,Phone,positive,,2025-01-10 0:00,0000-00-00,,2025-01-10 0:00
 T00083,U001416,Integration,Urgent,open,,NEGATIVE,,2024-03-11,03/16/2024,unknown,2024-03-11 0:00
T01185,U001549,Onboarding,Urgent,open,Chat,,J.Doe,10/12/2024,2024-10-18 0:00,238,2024-10-12 0:00
T00740, U000984 ,Billing,High,OPEN,email,negative,,11/29/2024,2024-12-25,73,2024-11-29 0:00
T01021,U001377,Billing,,OPEN,,negative,J.Doe,2023-12-08,,,2023-12-08 0:00
T00813,U001453,Billing,Low,open,Email,positive,,2025-02-19,,,2025-02-19 0:00
T01046,U000917,Billing,,pending,,,,0000-00-00,0000-00-00,206,2025-04-25 0:00
T01371,U000910,Account,low,RESOLVED,email,NEGATIVE,R.Patel,2024-04-08,,unknown,2024-04-08 0:00
T00114,U001382,Integration,,RESOLVED,Phone,neutral,M.Chen,2024-11-17,,2,2024-11-17 0:00
T00408,U001079,Account,Low,open,email,,,2023-06-03,,,2023-06-03 0:00
T00813,U002586,Bug,Urgent,RESOLVED,,,,0000-00-00,2023-02-02,,2023-01-12 0:00
T00414,U000681,Other,,RESOLVED,Chat,NEGATIVE,J.Doe,2023-02-04,,187,2023-02-04 0:00
T00970,U001828,Bug,Urgent,resolved,,,M.Chen,08/22/2023,,unknown,2023-08-22 0:00
T01462,USR-000256,Onboarding,,RESOLVED,Email,,S.Khan,0000-00-00,,,2023-11-23 0:00
T00890,U001733,Billing,Medium,resolved,email,negative,,2023-09-10 0:00,,180,2023-09-10 0:00
T00984,u000951,Billing,High,closed,,NEGATIVE,,2023-10-29 0:00,2023-11-10 0:00,,2023-10-29 0:00
 T01051,U001008,Feature Request,low,OPEN,,positive,S.Khan,2023-08-24,2023-09-02 0:00,,2023-08-24 0:00
T01179,u001806,Onboarding,Medium,RESOLVED,,,M.Chen,05/13/2024,2024-06-04,,2024-05-13 0:00
T00886,U001215,Performance,Urgent,closed,,neutral,A.Smith,2024-06-30,2024-07-29,,2024-06-30 0:00
T01151,U000277,Feature Request,Medium,OPEN,Email,positive,S.Khan,0000-00-00,07/11/2025,,2025-06-14 0:00
T00016,U000874,Integration,Urgent,resolved,,,M.Chen,2023-03-07 0:00,04/05/2023,unknown,2023-03-07 0:00
T00222,U000612,Feature Request,,resolved,Chat,,S.Khan,2025-03-23,2025-04-22,,2025-03-23 0:00
T00328,U002105,Billing,Medium,resolved,In-App,,J.Doe,2023-09-19,0000-00-00,unknown,2023-09-19 0:00
T00154,U001035,Account,low,RESOLVED,,,,,01/08/2024,,2023-12-28 0:00
T01447,u001056,Feature Request,Low,RESOLVED,Email,neutral,S.Khan,2024-06-21,07/04/2024,,2024-06-21 0:00
T01413,U002145,Integration,High,resolved,,,R.Patel,2023-07-01,,unknown,2023-07-01 0:00
T00979,U000512,Billing,low,closed,In-App,,A.Smith,2023-02-03,,,2023-02-03 0:00
T00384,U000320,Bug,low,pending,,positive,R.Patel,,,97,2024-11-28 0:00
T00030,U000579,Account,low,closed,Phone,negative,A.Smith,,01/22/2025,unknown,2025-01-21 0:00
T01474,u002499,Onboarding,Urgent,resolved,Phone,,R.Patel,2024-02-07,2024-02-22 0:00,,2024-02-07 0:00
 T00699,U001861,Account,Urgent,OPEN,Email,,A.Smith,2023-11-26,2023-12-12,,2023-11-26 0:00
T01335,U000953,Other,low,RESOLVED,Chat,neutral,S.Khan,0000-00-00,,,2023-10-24 0:00
T00252,U000220,Integration,,closed,Chat,,J.Doe,0000-00-00,2023-09-27,135,2023-09-08 0:00
T01362,U002199,Feature Request,low,resolved,In-App,neutral,S.Khan,2023-02-20,2023-03-09,,2023-02-20 0:00
T00938,U000764,Account,low,RESOLVED,,,,0000-00-00,,,2023-10-19 0:00
 T00631,U001141,Feature Request,,open,,neutral,R.Patel,0000-00-00,0000-00-00,,2023-09-28 0:00
T00627,U002139,Other,High,resolved,,,M.Chen,08/01/2024,2024-08-13,237,2024-08-01 0:00
T01287,U001891,Integration,,open,email,neutral,,10/30/2023,2023-11-21,unknown,2023-10-30 0:00
T01130,U001326,Bug,low,RESOLVED,email,negative,S.Khan,2024-12-07,,,2024-12-07 0:00
T00740,U000791,Integration,Urgent,closed,,,J.Doe,,,unknown,2024-01-04 0:00
T01140,U001150,Billing,High,RESOLVED,Phone,,A.Smith,09/10/2023,09/26/2023,unknown,2023-09-10 0:00
T00608,U001545,Billing,High,closed,Chat,NEGATIVE,,,,12,2023-02-10 0:00
T01240,U000440,Performance,Low,pending,In-App,,S.Khan,2023-06-18,06/27/2023,96,2023-06-18 0:00
T01241,U002243,Account,Medium,closed,email,,M.Chen,0000-00-00,2024-06-06 0:00,unknown,2024-05-11 0:00
T00834,U002495,Billing,Urgent,RESOLVED,email,,,0000-00-00,2025-04-23,214,2025-04-15 0:00
T01370,U002581,Other,,RESOLVED,Email,neutral,,01/28/2025,02/08/2025,,2025-01-28 0:00
T00070,U000332,Account,Medium,OPEN,email,NEGATIVE,J.Doe,0000-00-00,,,2023-09-14 0:00
T00666,U002309,Bug,Medium,open,email,NEGATIVE,R.Patel,2024-12-02,,,2024-12-02 0:00
T01473,U000410,Billing,low,closed,Chat,,,03/20/2025,2025-04-04 0:00,unknown,2025-03-20 0:00
T00292,U001302,Billing,,pending,Email,negative,M.Chen,,,,2023-08-17 0:00
T00990,U002317,Other,low,OPEN,Email,negative,A.Smith,0000-00-00,2023-05-20,,2023-05-07 0:00
T01119,U002451,Bug,low,resolved,,negative,R.Patel,2025-06-10,2025-06-26,236,2025-06-10 0:00
T00473,U000118,Billing,,resolved,,positive,J.Doe,0000-00-00,,207,2024-08-17 0:00
T01416,U001214,Performance,,resolved,,neutral,R.Patel,06/29/2023,,,2023-06-29 0:00
T01490,USR-000352,Other,Low,closed,,NEGATIVE,A.Smith,,,55,2024-05-30 0:00
T00413, U001921 ,Onboarding,,OPEN,In-App,,M.Chen,2023-01-30,2023-02-06 0:00,unknown,2023-01-30 0:00
T01315,U001394,Other,Low,open,,,M.Chen,04/07/2025,0000-00-00,,2025-04-07 0:00
T00621,U002070,Integration,,resolved,In-App,positive,,2023-09-30,10/09/2023,,2023-09-30 0:00
T00617,U002518,Integration,Urgent,RESOLVED,,neutral,R.Patel,2024-10-15,,unknown,2024-10-15 0:00
T00715,U000718,Integration,,RESOLVED,In-App,negative,R.Patel,2023-01-21 0:00,,unknown,2023-01-21 0:00
T01491,U001540,Performance,Low,resolved,Email,,M.Chen,0000-00-00,0000-00-00,unknown,2023-08-26 0:00
T01349,U000225,Billing,Medium,pending,In-App,negative,R.Patel,0000-00-00,2025-01-28,28,2024-12-29 0:00
T00113,U000194,Integration,low,RESOLVED,Email,negative,R.Patel,,2023-08-17,136,2023-07-22 0:00
T00160,U002368,Account,Medium,resolved,Chat,positive,J.Doe,,,unknown,2023-07-06 0:00
T01481,U002278,Account,High,open,,negative,J.Doe,2024-07-17,07/24/2024,233,2024-07-17 0:00
T00345,U002465,Performance,Urgent,open,Email,positive,M.Chen,01/24/2024,2024-01-28 0:00,,2024-01-24 0:00
T00903,U000882,Bug,Urgent,RESOLVED,In-App,positive,R.Patel,2025-03-14,0000-00-00,,2025-03-14 0:00
T00390,U001691,Other,Medium,open,Email,,,0000-00-00,,unknown,2025-01-23 0:00
T00863,u001908,Integration,High,RESOLVED,,neutral,M.Chen,,,unknown,2023-05-17 0:00
T01013,U000466,Bug,,RESOLVED,Email,,M.Chen,2024-09-21,2024-10-02,,2024-09-21 0:00
T01236,U001155,Other,low,OPEN,,NEGATIVE,R.Patel,2025-01-23,,146,2025-01-23 0:00
T00844,U002017,Account,low,pending,Chat,negative,M.Chen,03/12/2024,2024-04-10,,2024-03-12 0:00
T00767,U000842,Onboarding,low,resolved,In-App,NEGATIVE,J.Doe,09/13/2024,0000-00-00,,2024-09-13 0:00
T00597,U002197,Other,low,resolved,In-App,neutral,,2023-01-16,2023-02-12,,2023-01-16 0:00
T01178,U001421,Performance,Urgent,OPEN,Email,negative,R.Patel,2024-10-29,,,2024-10-29 0:00
T01103,U001118,Feature Request,Medium,pending,Phone,NEGATIVE,M.Chen,03/04/2025,2025-03-30,,2025-03-04 0:00
 T00359,u000616,Performance,low,pending,Email,neutral,M.Chen,04/24/2023,2023-05-20,,2023-04-24 0:00
T00113,U000794,Onboarding,Urgent,resolved,Chat,,,2023-03-12,2023-03-30,181,2023-03-12 0:00
T00553,U000396,Billing,Urgent,open,email,,R.Patel,11/04/2024,,,2024-11-04 0:00
T00832,U000889,Billing,High,resolved,email,,J.Doe,04/16/2025,,,2025-04-16 0:00
T01010,U000062,Billing,Low,resolved,In-App,NEGATIVE,J.Doe,,0000-00-00,,2023-02-19 0:00
T01301,U000628,Integration,High,pending,email,,S.Khan,,2023-10-30,,2023-10-24 0:00
T00408,U001766,Billing,,OPEN,Chat,NEGATIVE,A.Smith,07/31/2024,,,2024-07-31 0:00
T00520,U001397,Integration,low,RESOLVED,email,positive,M.Chen,2024-01-22,02/12/2024,,2024-01-22 0:00
T00637,U000590,Integration,,resolved,Phone,neutral,M.Chen,2023-08-01,2023-08-12,232,2023-08-01 0:00
T01086,U001974,Performance,,resolved,Email,,R.Patel,2025-03-03,,162,2025-03-03 0:00
T00377,U002521,Billing,Low,resolved,,negative,,2023-01-02,0000-00-00,,2023-01-02 0:00
T00650,U000217,Other,High,closed,Email,,M.Chen,0000-00-00,2023-11-13,,2023-11-10 0:00
T01459,U001546,Feature Request,,OPEN,Email,,R.Patel,0000-00-00,2024-09-19 0:00,,2024-09-08 0:00
T00217,U000699,Integration,Urgent,RESOLVED,Chat,,S.Khan,10/10/2023,,unknown,2023-10-10 0:00
T00343,U001651,Account,High,resolved,,negative,M.Chen,0000-00-00,2023-07-16 0:00,unknown,2023-06-29 0:00
T01241,U002052,Account,Low,resolved,,positive,S.Khan,2024-04-26,,,2024-04-26 0:00
T01465,U001324,Onboarding,,resolved,,,,0000-00-00,,,2023-02-16 0:00
T00088,U001779,Feature Request,High,open,Phone,negative,,08/03/2023,08/10/2023,190,2023-08-03 0:00
T00969,U002501,Bug,,closed,,neutral,,0000-00-00,0000-00-00,,2023-09-09 0:00
T00222,U001629,Bug,Low,open,email,positive,M.Chen,04/13/2024,2024-05-02 0:00,,2024-04-13 0:00
T00422,U002423,Feature Request,low,pending,Phone,positive,,2024-06-27,,,2024-06-27 0:00
T00934,U001534,Account,,OPEN,In-App,neutral,S.Khan,03/10/2025,2025-03-18,,2025-03-10 0:00
T01035,U002510,Billing,Low,RESOLVED,In-App,negative,A.Smith,0000-00-00,0000-00-00,unknown,2025-01-30 0:00
T00484,U001769,Performance,Medium,RESOLVED,,neutral,,,,unknown,2023-03-26 0:00
T00630,U001066,Account,low,open,Email,positive,,0000-00-00,,unknown,2023-09-23 0:00
T01369,U001567,Feature Request,High,resolved,,negative,,05/04/2025,,,2025-05-04 0:00
T01260,U001626,Other,Low,open,,negative,,2023-03-28,2023-04-25,unknown,2023-03-28 0:00
T01184,U000525,Billing,low,resolved,In-App,positive,A.Smith,2024-10-17 0:00,,unknown,2024-10-17 0:00
T01207,U002034,Feature Request,low,RESOLVED,In-App,,J.Doe,,2023-05-18,157,2023-04-30 0:00
T00027,u001280,Bug,Medium,open,,NEGATIVE,S.Khan,,,190,2024-12-12 0:00
T00139,U002289,Onboarding,,closed,,,R.Patel,2024-12-20 0:00,0000-00-00,,2024-12-20 0:00
T01036,U001572,Integration,Medium,closed,,,,2024-07-14,2024-08-02,,2024-07-14 0:00
T01331,U002239,Performance,High,RESOLVED,Chat,NEGATIVE,,2023-03-11,,unknown,2023-03-11 0:00
T00816,U001479,Onboarding,Medium,resolved,email,NEGATIVE,,,2024-12-17,,2024-12-14 0:00
T01439,u002397,Integration,Urgent,open,Chat,positive,,10/11/2023,10/22/2023,,2023-10-11 0:00
T00038,U000910,Integration,low,pending,Chat,,R.Patel,03/16/2023,2023-03-17 0:00,,2023-03-16 0:00
T01166,U001771,Account,,pending,email,negative,R.Patel,2023-04-30,,,2023-04-30 0:00
T00992,U001015,Onboarding,,RESOLVED,,neutral,,2023-01-04 0:00,,,2023-01-04 0:00
T01067,U001531,Onboarding,Urgent,resolved,Email,,M.Chen,08/28/2024,,unknown,2024-08-28 0:00
T00325,U001891,Account,High,pending,In-App,NEGATIVE,S.Khan,2025-05-03,2025-05-10,,2025-05-03 0:00
T01147,U000108,Integration,Low,open,Email,negative,M.Chen,0000-00-00,2025-01-24 0:00,228,2025-01-18 0:00
T00387,U000935,Performance,low,open,Chat,neutral,J.Doe,2024-09-09,0000-00-00,,2024-09-09 0:00
T00142,U000674,Integration,low,RESOLVED,,,,07/28/2023,,,2023-07-28 0:00
T01435,U001877,Performance,,OPEN,Phone,neutral,R.Patel,0000-00-00,,,2024-06-17 0:00
T00744, U001846 ,Billing,High,RESOLVED,,NEGATIVE,R.Patel,2025-01-02,01/27/2025,24,2025-01-02 0:00
T00906,U001676,Onboarding,Low,open,email,,A.Smith,2023-05-17,,102,2023-05-17 0:00
T00341,U000289,Account,low,closed,,,A.Smith,2024-03-04,03/19/2024,,2024-03-04 0:00
T00331,U002350,Other,Medium,open,Phone,NEGATIVE,R.Patel,2023-04-13 0:00,2023-05-05,unknown,2023-04-13 0:00
T00454,U002083,Feature Request,,resolved,,negative,J.Doe,02/27/2023,,,2023-02-27 0:00
T00717,U000130,Integration,,open,email,,J.Doe,,2023-05-10,unknown,2023-04-26 0:00
T01225,U000166,Billing,Urgent,pending,Phone,,,03/28/2025,0000-00-00,191,2025-03-28 0:00
T01401,U001297,Performance,,open,Chat,positive,S.Khan,08/09/2024,,67,2024-08-09 0:00
T00803,U002069,Bug,High,pending,Chat,negative,M.Chen,2025-04-05,,,2025-04-05 0:00
T00647,U000646,Performance,Urgent,resolved,Chat,,S.Khan,2025-06-14,06/14/2025,130,2025-06-14 0:00
T00228,U002117,Bug,Urgent,closed,Email,,R.Patel,0000-00-00,0000-00-00,,2024-05-11 0:00
T00462,U000507,Bug,,OPEN,Phone,positive,M.Chen,0000-00-00,,,2023-07-31 0:00
T00319,U001520,Bug,,OPEN,Phone,negative,M.Chen,0000-00-00,2024-08-19,204,2024-08-05 0:00
T00522,USR-000921,Other,High,open,email,neutral,,2024-03-23,2024-04-20,10,2024-03-23 0:00
T00569,U001743,Feature Request,,OPEN,,positive,J.Doe,2023-08-03 0:00,0000-00-00,,2023-08-03 0:00
T00316, u002073 ,Feature Request,Urgent,closed,,positive,M.Chen,2024-11-02,2024-11-22,,2024-11-02 0:00
T00478,U001415,Performance,low,OPEN,Phone,neutral,R.Patel,2024-01-13,0000-00-00,,2024-01-13 0:00
T00199,U000994,Billing,,RESOLVED,Chat,positive,,2023-03-15,,unknown,2023-03-15 0:00
T00544,U000620,Performance,,open,,,,05/26/2023,,148,2023-05-26 0:00
T00204,U001580,Billing,,OPEN,In-App,,,0000-00-00,2024-09-11,,2024-08-31 0:00
T01068,U000656,Billing,High,RESOLVED,Email,neutral,S.Khan,2023-12-06,,29,2023-12-06 0:00
T00581,U001235,Feature Request,Urgent,closed,Phone,,R.Patel,10/03/2024,0000-00-00,,2024-10-03 0:00
T00786,U000967,Account,Medium,RESOLVED,,NEGATIVE,S.Khan,0000-00-00,,40,2023-10-29 0:00
T00682,u000333,Onboarding,,RESOLVED,Chat,positive,J.Doe,2024-07-17 0:00,2024-08-01 0:00,,2024-07-17 0:00
T01168,U002498,Bug,Low,OPEN,In-App,,M.Chen,,,unknown,2023-12-03 0:00
T00262,U002000,Integration,,resolved,,positive,R.Patel,0000-00-00,2023-10-15,198,2023-10-01 0:00
T00346,U000198,Performance,Medium,pending,,,M.Chen,0000-00-00,2024-10-20,,2024-10-06 0:00
T01316,U001307,Performance,Medium,RESOLVED,Email,,R.Patel,0000-00-00,,unknown,2025-01-10 0:00
T00195,U000488,Other,,RESOLVED,email,neutral,R.Patel,07/02/2023,0000-00-00,,2023-07-02 0:00
T01127, U001902 ,Performance,Medium,RESOLVED,,NEGATIVE,M.Chen,2024-08-15,2024-08-24,,2024-08-15 0:00
T01123,U001983,Performance,,closed,Phone,,J.Doe,0000-00-00,,,2023-05-03 0:00
T00065,U000472,Account,Low,pending,,neutral,A.Smith,2023-09-04,09/29/2023,,2023-09-04 0:00
T00329,U001572,Onboarding,low,closed,Chat,positive,M.Chen,12/16/2024,,unknown,2024-12-16 0:00
T00217,U000209,Billing,High,open,,negative,M.Chen,0000-00-00,2023-11-14 0:00,unknown,2023-10-26 0:00
T00475,U000839,Other,Urgent,RESOLVED,email,NEGATIVE,M.Chen,2024-06-22,,,2024-06-22 0:00
T01278,u001117,Bug,Urgent,resolved,Chat,positive,,0000-00-00,2023-02-06,unknown,2023-01-15 0:00
T01290,U002478,Integration,High,open,,negative,R.Patel,02/17/2023,0000-00-00,unknown,2023-02-17 0:00
T00517,U002516,Performance,Urgent,open,,neutral,,02/21/2025,2025-03-11,unknown,2025-02-21 0:00
T00031,U000056,Account,Low,open,Email,NEGATIVE,J.Doe,05/19/2023,0000-00-00,,2023-05-19 0:00
T00682,U000108,Bug,,RESOLVED,Phone,,,2024-01-18,,,2024-01-18 0:00
T00205,U000012,Bug,,resolved,email,positive,S.Khan,2023-09-23,0000-00-00,,2023-09-23 0:00
T01447,U000026,Feature Request,High,open,,,S.Khan,,,,2024-01-01 0:00
T00616,U001943,Billing,High,resolved,Phone,positive,,2024-10-03,,unknown,2024-10-03 0:00
T00249,U002192,Other,,pending,,neutral,J.Doe,2023-02-26 0:00,2023-03-14,,2023-02-26 0:00
T00861,U001981,Feature Request,Urgent,RESOLVED,Chat,NEGATIVE,M.Chen,0000-00-00,0000-00-00,unknown,2024-02-25 0:00
T00016,U000434,Feature Request,Medium,open,Phone,neutral,S.Khan,0000-00-00,0000-00-00,,2024-04-11 0:00
T01031,U000387,Onboarding,High,RESOLVED,In-App,NEGATIVE,,2024-09-14,,,2024-09-14 0:00
T00930,U001341,Other,,RESOLVED,Email,neutral,J.Doe,2024-01-14,,,2024-01-14 0:00
t00797,U000652,Billing,low,open,email,negative,J.Doe,07/10/2024,08/05/2024,unknown,2024-07-10 0:00
T01377,U002339,Billing,High,closed,email,,A.Smith,0000-00-00,0000-00-00,,2023-09-04 0:00
T00643,U001059,Bug,,pending,,negative,,2024-11-01 0:00,2024-11-14,,2024-11-01 0:00
T00200,U002213,Billing,High,RESOLVED,,NEGATIVE,M.Chen,2023-05-17 0:00,,,2023-05-17 0:00
T00335,U002372,Onboarding,High,pending,Phone,,,,0000-00-00,unknown,2024-09-20 0:00
T01197,U001916,Account,,pending,In-App,negative,,02/14/2025,2025-02-26 0:00,170,2025-02-14 0:00
T00370,U002155,Account,low,RESOLVED,,negative,J.Doe,0000-00-00,2024-11-06,204,2024-10-12 0:00
T01473,U001097,Other,Low,closed,,NEGATIVE,,0000-00-00,,4,2024-06-20 0:00
T00475,U000363,Onboarding,Low,pending,Phone,NEGATIVE,R.Patel,2023-09-02,2023-09-29,,2023-09-02 0:00
T01112,U001410,Integration,,closed,Email,positive,J.Doe,2025-03-19,2025-03-20,126,2025-03-19 0:00
T01498,U000811,Feature Request,low,resolved,,NEGATIVE,R.Patel,05/17/2023,,,2023-05-17 0:00
T00858,U001037,Bug,Urgent,OPEN,email,positive,M.Chen,2024-04-01 0:00,04/01/2024,41,2024-04-01 0:00
T00502,U001957,Performance,,resolved,In-App,,R.Patel,0000-00-00,05/08/2024,unknown,2024-04-29 0:00
T01424,U001097,Feature Request,High,open,Email,negative,S.Khan,2025-03-15 0:00,2025-04-07,,2025-03-15 0:00
T01313,U001259,Bug,High,open,In-App,NEGATIVE,,0000-00-00,,,2024-09-26 0:00
T01087,U002600,Bug,,OPEN,,neutral,,02/28/2024,,,2024-02-28 0:00
T00744,U000167,Account,,OPEN,Phone,NEGATIVE,,2023-04-08,,unknown,2023-04-08 0:00
T01078,U000813,Performance,,open,email,negative,R.Patel,,2023-06-20,,2023-06-14 0:00
T00052,U002381,Integration,High,resolved,In-App,,,2024-05-23,2024-05-24,167,2024-05-23 0:00
T00527,U000727,Performance,Medium,closed,,,,2025-03-28 0:00,,,2025-03-28 0:00
T00496,U000946,Integration,Medium,open,,NEGATIVE,,0000-00-00,2024-03-23,,2024-03-07 0:00
T00339,U001031,Billing,Medium,resolved,,neutral,J.Doe,2023-12-03 0:00,0000-00-00,,2023-12-03 0:00
T01420,U002204,Integration,Medium,closed,Chat,negative,,01/19/2025,,146,2025-01-19 0:00
T00751,U001827,Billing,,open,Phone,,R.Patel,09/22/2024,0000-00-00,,2024-09-22 0:00
T01436,U002288,Bug,,closed,In-App,negative,A.Smith,,2025-03-23 0:00,81,2025-03-23 0:00
T00292,U000274,Billing,low,RESOLVED,Chat,,S.Khan,,,,2025-02-17 0:00
T00053,U000980,Integration,low,OPEN,,neutral,S.Khan,2024-05-22 0:00,,,2024-05-22 0:00
T00333,U002562,Integration,Medium,pending,Chat,,J.Doe,2023-03-19,2023-03-19,36,2023-03-19 0:00
T00117,U002202,Performance,low,RESOLVED,email,,S.Khan,2023-10-19,,,2023-10-19 0:00
T01175,U000491,Onboarding,Urgent,RESOLVED,,,M.Chen,0000-00-00,01/31/2023,,2023-01-25 0:00
T01489,u000701,Feature Request,,OPEN,,NEGATIVE,A.Smith,,2024-08-09,167,2024-07-13 0:00
T01430,U002330,Billing,High,RESOLVED,Email,neutral,R.Patel,,,185,2023-01-25 0:00
t00861,U001719,Bug,,pending,Phone,negative,J.Doe,0000-00-00,0000-00-00,,2023-08-09 0:00
T00035,USR-001672,Account,Medium,resolved,Email,neutral,A.Smith,0000-00-00,0000-00-00,unknown,2024-03-18 0:00
T00274,U000931,Account,,closed,email,negative,R.Patel,03/01/2024,03/21/2024,67,2024-03-01 0:00
T00876,U000906,Integration,Urgent,closed,In-App,NEGATIVE,R.Patel,,0000-00-00,,2023-04-02 0:00
 T00317,U001995,Other,,pending,,,M.Chen,,2024-04-23,unknown,2024-03-28 0:00
T01483,U000227,Billing,Urgent,RESOLVED,In-App,NEGATIVE,,2024-05-05,,,2024-05-05 0:00
T00450,U002355,Account,High,open,email,,S.Khan,2024-07-24,2024-08-08 0:00,,2024-07-24 0:00
T00657,U000505,Account,High,pending,Chat,neutral,S.Khan,,,unknown,2024-05-27 0:00
T01081,U000114,Account,Low,RESOLVED,Phone,negative,,2024-07-31,08/14/2024,,2024-07-31 0:00
T00737,U000212,Onboarding,,pending,Phone,,M.Chen,2024-02-01,0000-00-00,211,2024-02-01 0:00
 T00380,U000847,Account,High,resolved,,positive,M.Chen,01/31/2025,,99,2025-01-31 0:00
T00057,U001751,Integration,Medium,pending,Email,,S.Khan,12/28/2024,2024-12-29,,2024-12-28 0:00
T00477,u002071,Performance,,pending,In-App,neutral,M.Chen,2023-08-10 0:00,2023-08-20,153,2023-08-10 0:00
T00878,U000005,Account,Medium,pending,Chat,NEGATIVE,R.Patel,02/07/2024,,5,2024-02-07 0:00
T01202,U001020,Feature Request,,closed,email,,,04/12/2024,04/20/2024,89,2024-04-12 0:00
T00061,U001125,Feature Request,Urgent,pending,email,,A.Smith,2024-02-20,2024-03-10 0:00,unknown,2024-02-20 0:00
T01341,U001612,Other,High,open,,NEGATIVE,,06/21/2023,,,2023-06-21 0:00
T00160,u001019,Bug,,RESOLVED,,NEGATIVE,S.Khan,0000-00-00,2023-10-23,,2023-09-27 0:00
T00764,U001171,Account,Urgent,RESOLVED,,neutral,S.Khan,09/07/2024,,unknown,2024-09-07 0:00
T01312,U000904,Account,High,OPEN,In-App,neutral,R.Patel,10/28/2024,10/28/2024,,2024-10-28 0:00
T00353,U001207,Onboarding,Urgent,RESOLVED,,neutral,,0000-00-00,,unknown,2024-11-14 0:00
T00204,U001278,Performance,Low,resolved,Phone,,S.Khan,2023-07-31 0:00,0000-00-00,,2023-07-31 0:00
T00648,U002320,Integration,High,closed,Phone,positive,A.Smith,0000-00-00,06/24/2025,,2025-06-05 0:00
T00045,U002128,Onboarding,Low,pending,,positive,,05/27/2025,0000-00-00,unknown,2025-05-27 0:00
T01355,U000587,Other,Low,open,Chat,positive,S.Khan,2024-04-23 0:00,05/07/2024,unknown,2024-04-23 0:00
T00169,U001666,Integration,low,OPEN,email,negative,R.Patel,2024-09-22,,126,2024-09-22 0:00
